# generation_params: repair_time: uniform(min=1, max=4) | priority: normal(min=1, max=10, mean=5, std=1.5)
job_id,repair_type,repair_time_hours,priority,scheduled
J65,Battery replacement,3,4,
J66,Coolant system service,2,6,
J67,Brake inspection,3,5,
J68,Check engine light diagnosis,4,5,
J69,Oil change,1,4,
J70,ABS warning light diagnosis,3,2,
J71,Engine diagnostic scan,1,3,
J72,Spark plug replacement,2,2,
J73,Tire replacement,3,4,
J74,Transmission inspection,2,3,
J75,Spark plug replacement,4,6,
J76,Coolant system service,4,7,
J77,Engine diagnostic scan,1,6,
J78,Tire replacement,3,4,
J79,Oil change,2,7,
J80,Tire pressure sensor reset,3,7,
J81,Brake inspection,4,5,
J82,ABS warning light diagnosis,2,6,
J83,Coolant system service,2,4,
J84,ABS warning light diagnosis,2,5,
J85,Alternator inspection,2,4,
J86,Wheel alignment,3,4,
J87,ABS warning light diagnosis,2,4,
J88,Engine diagnostic scan,2,6,
J89,Tire pressure sensor reset,3,6,
J90,ABS warning light diagnosis,1,5,
J91,Tire pressure sensor reset,4,4,
J92,Alternator inspection,2,7,
J93,Brake pad replacement,2,7,
J94,Tire pressure sensor reset,1,10,True
J95,Brake inspection,4,6,
J96,Brake inspection,3,7,
J97,Alternator inspection,3,3,
J98,Engine diagnostic scan,2,6,
J99,Brake pad replacement,3,4,
J100,ABS warning light diagnosis,3,5,
J101,Coolant system service,2,6,
J102,Tire replacement,2,1,
J103,Brake inspection,3,4,
J104,Oil change,2,4,
J105,Coolant system service,2,6,
J106,Engine diagnostic scan,3,5,
J107,Alternator inspection,3,7,
J108,Battery replacement,2,6,
J109,Spark plug replacement,4,4,
J110,Transmission inspection,2,5,
J111,Coolant system service,3,5,
J112,Tire pressure sensor reset,3,6,
J113,Check engine light diagnosis,2,4,
J114,Engine diagnostic scan,3,3,
J115,Oil change,1,5,
J116,Brake pad replacement,3,5,
J117,Engine diagnostic scan,2,3,
J118,Brake inspection,2,3,
J119,Tire pressure sensor reset,2,4,
J120,Suspension noise diagnosis,4,4,
J121,ABS warning light diagnosis,1,3,
J122,Suspension noise diagnosis,3,7,
J123,Engine diagnostic scan,2,5,
J124,Spark plug replacement,3,4,
J125,Wheel alignment,1,8,True
J126,Tire pressure sensor reset,3,6,
J127,Alternator inspection,2,5,
J128,Tire pressure sensor reset,3,5,
J129,Engine diagnostic scan,3,5,
J130,Brake inspection,4,6,
J131,Wheel alignment,3,6,
J132,Tire pressure sensor reset,3,5,
J133,Suspension noise diagnosis,2,5,
J134,Check engine light diagnosis,1,5,
J135,Tire pressure sensor reset,4,1,
J136,Oil change,4,4,
J137,Tire replacement,2,5,
J138,Coolant system service,4,7,
J139,Suspension noise diagnosis,3,7,
J140,Brake inspection,1,6,
J141,Transmission inspection,4,4,
J142,Battery replacement,1,5,
J143,ABS warning light diagnosis,3,5,
J144,Suspension noise diagnosis,2,4,
J145,Alternator inspection,3,4,
J146,Engine diagnostic scan,3,3,
J147,Tire replacement,4,4,
J148,Oil change,4,5,
J149,Brake inspection,3,8,
J150,Brake pad replacement,1,3,
J151,Oil change,2,2,
J152,Brake pad replacement,4,6,
J153,ABS warning light diagnosis,1,6,
J154,Transmission inspection,3,5,
J155,Alternator inspection,1,6,
J156,Wheel alignment,3,7,
J157,Coolant system service,1,3,
J158,Check engine light diagnosis,3,5,
J159,Oil change,2,5,
J160,Coolant system service,2,7,
J161,Tire pressure sensor reset,4,5,
J162,Coolant system service,3,5,
J163,Engine diagnostic scan,3,7,
J164,Spark plug replacement,2,4,
J165,Brake pad replacement,3,5,
J166,Coolant system service,4,5,
J167,Brake pad replacement,1,4,
J168,Tire pressure sensor reset,1,5,
J169,Suspension noise diagnosis,4,3,
J170,Tire replacement,2,4,
J171,Engine diagnostic scan,3,5,
J172,Alternator inspection,1,5,
J173,Brake pad replacement,1,5,
J174,Battery replacement,3,5,
J175,Brake pad replacement,1,5,
J176,Spark plug replacement,1,7,TRUE
J177,Battery replacement,3,2,
J178,Brake pad replacement,4,5,
J179,Check engine light diagnosis,3,6,
J180,Tire replacement,3,4,
J181,Oil change,4,6,
J182,Coolant system service,1,5,
J183,Suspension noise diagnosis,3,7,
J184,Suspension noise diagnosis,1,4,
J185,Coolant system service,1,5,
J186,Brake inspection,3,4,
J187,Transmission inspection,3,4,
J188,Check engine light diagnosis,3,5,
J189,Engine diagnostic scan,4,5,
J190,Tire pressure sensor reset,4,4,
J191,Suspension noise diagnosis,2,4,
J192,Coolant system service,2,3,
J193,Check engine light diagnosis,3,6,
J194,Wheel alignment,2,3,
J195,Wheel alignment,3,1,
J196,Wheel alignment,2,1,
J197,Coolant system service,3,5,
J198,Wheel alignment,2,4,
J199,Brake inspection,1,4,
J200,Alternator inspection,4,5,
J201,Brake pad replacement,3,9,
J202,Battery replacement,3,5,
J203,Battery replacement,2,4,
J204,Battery replacement,2,6,
J205,Engine diagnostic scan,2,5,
J206,Suspension noise diagnosis,4,5,
J207,Tire pressure sensor reset,2,4,
J208,Coolant system service,4,7,
J209,Brake pad replacement,3,5,
J210,Wheel alignment,2,5,
J211,Check engine light diagnosis,1,4,
J212,Check engine light diagnosis,4,6,
J213,Oil change,4,4,
J214,Battery replacement,2,4,
J215,Check engine light diagnosis,3,3,
J216,Alternator inspection,2,7,
J217,Transmission inspection,3,5,
J218,Alternator inspection,1,5,
J219,ABS warning light diagnosis,4,5,
J220,Tire pressure sensor reset,2,6,
J221,Brake inspection,2,5,
J222,Tire pressure sensor reset,2,4,
J223,ABS warning light diagnosis,4,3,
J224,Battery replacement,2,3,
J225,Coolant system service,2,3,
J226,Brake inspection,3,4,
J227,Alternator inspection,1,6,
J228,Engine diagnostic scan,1,7,TRUE
J229,Transmission inspection,2,4,
J230,Tire replacement,3,4,
J231,Battery replacement,3,3,
J232,Transmission inspection,3,6,
J233,Battery replacement,3,6,
J234,Battery replacement,2,6,
J235,Oil change,2,5,
J236,Transmission inspection,2,5,
J237,Engine diagnostic scan,3,5,
J238,Oil change,1,7,TRUE
J239,Coolant system service,1,5,
J240,Oil change,4,5,
J241,Brake pad replacement,3,2,
J242,Spark plug replacement,3,4,
J243,Brake pad replacement,1,5,
J244,Wheel alignment,2,5,
J245,Brake pad replacement,2,5,
J246,Coolant system service,2,4,
J247,Wheel alignment,3,8,
J248,Tire pressure sensor reset,4,5,
J249,Alternator inspection,2,5,
J250,Tire replacement,3,6,
J251,Tire pressure sensor reset,4,6,
J252,ABS warning light diagnosis,1,5,
J253,Wheel alignment,3,4,
J254,Check engine light diagnosis,2,5,
J255,Coolant system service,3,5,
J256,Battery replacement,2,8,
J257,Coolant system service,3,4,
J258,Alternator inspection,3,4,
J259,Oil change,2,5,
J260,Battery replacement,2,5,
J261,Brake inspection,2,4,
J262,Coolant system service,2,6,
J263,Alternator inspection,2,5,
J264,ABS warning light diagnosis,2,5,
J265,Wheel alignment,2,6,
J266,Wheel alignment,2,6,
J267,Battery replacement,4,7,
J268,Coolant system service,1,3,
J269,Spark plug replacement,4,4,
J270,Check engine light diagnosis,2,6,
J271,Oil change,4,7,
J272,Oil change,2,3,
J273,Tire pressure sensor reset,3,5,
J274,ABS warning light diagnosis,3,5,
J275,Oil change,2,7,
J276,Engine diagnostic scan,2,6,
J277,Engine diagnostic scan,2,6,
J278,Brake inspection,4,5,
J279,ABS warning light diagnosis,1,3,
J280,Check engine light diagnosis,3,7,
J281,Spark plug replacement,2,6,
J282,ABS warning light diagnosis,4,4,
J283,Wheel alignment,1,2,
J284,Suspension noise diagnosis,1,7,TRUE
J285,Engine diagnostic scan,2,7,
J286,ABS warning light diagnosis,3,4,
J287,Suspension noise diagnosis,4,7,
J288,Tire replacement,4,4,
J289,Suspension noise diagnosis,2,4,
J290,Engine diagnostic scan,3,5,
J291,Suspension noise diagnosis,2,5,
J292,Alternator inspection,1,7,TRUE
J293,Spark plug replacement,3,6,
J294,Alternator inspection,4,7,
J295,Brake pad replacement,2,3,
J296,Suspension noise diagnosis,2,6,
J297,Transmission inspection,2,4,
J298,Transmission inspection,3,6,
J299,ABS warning light diagnosis,2,4,
J300,Battery replacement,3,5,
J301,Suspension noise diagnosis,2,6,
J302,ABS warning light diagnosis,1,3,
J303,ABS warning light diagnosis,4,5,
J304,Alternator inspection,3,3,
J305,Brake pad replacement,1,8,True
J306,Check engine light diagnosis,1,6,
J307,ABS warning light diagnosis,4,3,
J308,Coolant system service,2,5,
J309,Oil change,2,4,
J310,Transmission inspection,2,6,
J311,Brake inspection,2,6,
J312,Check engine light diagnosis,4,7,
J313,Brake inspection,2,3,
J314,Brake pad replacement,2,6,
J315,Brake inspection,4,5,
J316,Wheel alignment,4,2,
J317,Suspension noise diagnosis,3,4,
J318,Tire pressure sensor reset,2,7,
J319,Suspension noise diagnosis,3,5,
J320,Alternator inspection,3,5,
J321,Suspension noise diagnosis,3,6,
J322,Wheel alignment,2,7,
J323,Tire pressure sensor reset,3,4,
J324,Check engine light diagnosis,3,4,
J325,Tire replacement,4,4,
J326,Battery replacement,3,4,
J327,Tire replacement,2,5,
J328,Wheel alignment,3,5,
J329,Engine diagnostic scan,3,4,
J330,Tire pressure sensor reset,2,8,
J331,Brake inspection,1,4,
J332,Tire replacement,3,4,
J333,Transmission inspection,2,3,
J334,Transmission inspection,3,6,
J335,Tire replacement,4,4,
J336,Transmission inspection,1,6,
J337,Tire pressure sensor reset,4,4,
J338,Wheel alignment,3,6,
J339,Engine diagnostic scan,1,4,
J340,Engine diagnostic scan,2,6,
J341,Tire pressure sensor reset,2,2,
J342,Brake pad replacement,2,3,
J343,Suspension noise diagnosis,2,5,
J344,ABS warning light diagnosis,2,5,
J345,Spark plug replacement,3,8,
J346,Transmission inspection,2,5,
J347,Spark plug replacement,4,8,
J348,Brake pad replacement,3,2,
J349,Transmission inspection,3,5,
J350,Spark plug replacement,3,2,
J351,Suspension noise diagnosis,4,7,
J352,Engine diagnostic scan,3,8,
J353,Brake pad replacement,2,2,
J354,Transmission inspection,3,6,
J355,Wheel alignment,4,6,
J356,Transmission inspection,3,3,
J357,Check engine light diagnosis,4,5,
J358,Engine diagnostic scan,2,9,
J359,Transmission inspection,2,5,
J360,Alternator inspection,2,6,
J361,Alternator inspection,2,4,
J362,Battery replacement,4,6,
J363,Transmission inspection,4,6,
J364,Tire pressure sensor reset,4,6,
J365,Battery replacement,2,7,
J366,Transmission inspection,4,6,
J367,Check engine light diagnosis,2,5,
J368,Suspension noise diagnosis,2,6,
J369,Wheel alignment,3,4,
J370,Battery replacement,2,5,
J371,Oil change,4,5,
J372,Battery replacement,1,5,
J373,Coolant system service,3,2,
J374,Transmission inspection,3,7,
J375,Coolant system service,2,6,
J376,Coolant system service,3,4,
J377,Wheel alignment,2,7,
J378,Coolant system service,2,4,
J379,Transmission inspection,4,8,
J380,Tire replacement,4,4,
J381,Tire replacement,3,7,
J382,Suspension noise diagnosis,3,6,
J383,Tire replacement,2,6,
J384,Transmission inspection,3,5,
J385,Tire pressure sensor reset,1,5,
J386,Battery replacement,4,5,
J387,Coolant system service,1,6,
J388,Tire replacement,4,3,
J389,Wheel alignment,2,4,
J390,Suspension noise diagnosis,3,5,
J391,Oil change,3,5,
J392,Check engine light diagnosis,2,5,
J393,Suspension noise diagnosis,2,7,
J394,Transmission inspection,4,5,
J395,Engine diagnostic scan,3,6,
J396,Oil change,3,7,
J397,Alternator inspection,3,6,
J398,Spark plug replacement,4,2,
J399,Wheel alignment,3,4,
J400,Brake inspection,2,5,
J401,Tire pressure sensor reset,4,6,
J402,Tire replacement,2,2,
J403,Wheel alignment,2,3,
J404,Brake inspection,3,7,
J405,Check engine light diagnosis,2,3,
J406,Oil change,3,5,
J407,Coolant system service,4,4,
J408,Brake pad replacement,2,3,
J409,Coolant system service,1,6,
J410,Battery replacement,2,6,
J411,Oil change,1,4,
J412,Check engine light diagnosis,3,7,
J413,Brake pad replacement,2,4,
J414,Tire replacement,4,3,
J415,Brake inspection,3,6,
J416,Tire pressure sensor reset,3,4,
J417,Oil change,2,5,
J418,ABS warning light diagnosis,1,2,
J419,Suspension noise diagnosis,2,7,
J420,Coolant system service,2,4,
J421,Engine diagnostic scan,2,7,
J422,Tire replacement,2,4,
J423,Spark plug replacement,3,5,
J424,Coolant system service,2,3,
J425,Oil change,3,4,
J426,Suspension noise diagnosis,2,6,
J427,Brake pad replacement,4,3,
J428,Tire pressure sensor reset,3,7,
J429,Brake inspection,3,6,
J430,Coolant system service,2,2,
J431,Oil change,4,4,
J432,Check engine light diagnosis,1,1,
J433,Wheel alignment,3,6,
J434,Spark plug replacement,4,8,
J435,Battery replacement,3,5,
J436,Wheel alignment,1,7,TRUE
J437,Spark plug replacement,1,6,
J438,Tire pressure sensor reset,4,3,
J439,Transmission inspection,3,7,
J440,Alternator inspection,2,2,
J441,Brake pad replacement,1,5,
J442,Tire pressure sensor reset,3,4,
J443,Check engine light diagnosis,4,6,
J444,Wheel alignment,2,4,
J445,Oil change,3,6,
J446,Transmission inspection,3,2,
J447,Engine diagnostic scan,1,6,
J448,Wheel alignment,3,5,
J449,Tire pressure sensor reset,2,3,
J450,Suspension noise diagnosis,1,3,
J451,ABS warning light diagnosis,3,6,
J452,Tire replacement,3,7,
J453,Transmission inspection,2,5,
J454,Coolant system service,1,3,
J455,Wheel alignment,3,6,
J456,Spark plug replacement,3,7,
J457,ABS warning light diagnosis,1,6,
J458,Brake inspection,3,5,
J459,Spark plug replacement,2,8,
J460,Check engine light diagnosis,2,7,
J461,Transmission inspection,3,4,
J462,Spark plug replacement,4,7,
J463,Transmission inspection,2,5,
J464,Tire replacement,3,7,
J465,Coolant system service,2,6,
J466,Alternator inspection,2,5,
J467,Coolant system service,2,5,
J468,Transmission inspection,1,5,
J469,Brake inspection,3,6,
J470,Suspension noise diagnosis,4,7,
J471,Brake pad replacement,3,3,
J472,Alternator inspection,1,3,
J473,Alternator inspection,2,3,
J474,Oil change,3,4,
J475,Brake inspection,1,4,
J476,Alternator inspection,1,4,
J477,Suspension noise diagnosis,1,5,
J478,Tire pressure sensor reset,2,5,
J479,Tire pressure sensor reset,3,4,
J480,Check engine light diagnosis,3,4,
J481,Tire pressure sensor reset,3,4,
J482,Brake pad replacement,2,5,
J483,Spark plug replacement,2,2,
J484,Oil change,3,5,
J485,Transmission inspection,1,4,
J486,Tire replacement,1,4,
J487,Wheel alignment,3,7,
J488,Transmission inspection,3,4,
J489,Suspension noise diagnosis,2,8,
J490,Transmission inspection,1,4,
J491,Battery replacement,4,6,
J492,Alternator inspection,2,5,
J493,Tire replacement,1,6,
J494,Oil change,4,6,
J495,Engine diagnostic scan,3,6,
J496,Battery replacement,4,6,
J497,Brake inspection,2,5,
J498,Oil change,4,3,
J499,Brake inspection,3,5,
J500,ABS warning light diagnosis,4,5,
J501,ABS warning light diagnosis,2,6,
J502,Wheel alignment,2,3,
J503,Engine diagnostic scan,2,6,
J504,Transmission inspection,1,4,
J505,Transmission inspection,1,5,
J506,Tire replacement,2,3,
J507,Battery replacement,3,4,
J508,Suspension noise diagnosis,4,5,
J509,Oil change,3,3,
J510,Suspension noise diagnosis,4,5,
J511,Engine diagnostic scan,4,4,
J512,Engine diagnostic scan,3,7,
J513,ABS warning light diagnosis,2,1,
J514,Coolant system service,2,5,
J515,Wheel alignment,3,4,
J516,Coolant system service,2,5,
J517,Suspension noise diagnosis,2,4,
J518,Check engine light diagnosis,3,7,
J519,Check engine light diagnosis,3,7,
J520,Engine diagnostic scan,4,7,
J521,Spark plug replacement,3,5,
J522,Wheel alignment,2,6,
J523,Wheel alignment,4,4,
J524,Battery replacement,4,3,
J525,ABS warning light diagnosis,2,5,
J526,Engine diagnostic scan,2,7,
J527,Spark plug replacement,2,6,
J528,Tire replacement,3,7,
J529,Transmission inspection,4,6,
J530,Coolant system service,2,3,
J531,Alternator inspection,3,3,
J532,Alternator inspection,1,3,
J533,ABS warning light diagnosis,1,1,
J534,Brake pad replacement,2,4,
J535,Suspension noise diagnosis,3,7,
J536,Wheel alignment,3,4,
J537,Brake inspection,2,6,
J538,Battery replacement,1,5,
J539,Tire pressure sensor reset,3,7,
J540,Engine diagnostic scan,4,6,
J541,Wheel alignment,2,5,
J542,Tire replacement,3,7,
J543,Tire replacement,3,7,
J544,Brake inspection,3,5,
J545,Check engine light diagnosis,2,6,
J546,Spark plug replacement,2,7,
J547,Battery replacement,1,6,
J548,Suspension noise diagnosis,3,5,
J549,Coolant system service,4,2,
J550,Spark plug replacement,2,5,
J551,Suspension noise diagnosis,2,8,
J552,Suspension noise diagnosis,2,4,
J553,Oil change,4,4,
J554,ABS warning light diagnosis,2,4,
J555,Brake pad replacement,1,6,
J556,Transmission inspection,3,5,
J557,Coolant system service,4,4,
J558,Oil change,2,4,
J559,Battery replacement,3,7,
J560,Battery replacement,3,4,
J561,Transmission inspection,4,4,
J562,Battery replacement,4,5,
J563,Spark plug replacement,3,3,
J564,Check engine light diagnosis,3,5,
J565,Brake inspection,2,4,
J566,Spark plug replacement,4,5,
J567,Spark plug replacement,4,3,
J568,Tire replacement,2,9,
J569,Brake pad replacement,3,2,
J570,Tire replacement,3,5,
J571,Suspension noise diagnosis,2,5,
J572,Tire pressure sensor reset,2,6,
J573,Tire replacement,1,6,
J574,ABS warning light diagnosis,4,3,
J575,Spark plug replacement,3,6,
J576,Oil change,2,6,
J577,Wheel alignment,1,6,
J578,ABS warning light diagnosis,1,2,
J579,Suspension noise diagnosis,2,4,
J580,ABS warning light diagnosis,3,6,
J581,Tire replacement,3,6,
J582,Brake inspection,4,3,
J583,Brake pad replacement,2,6,
J584,Alternator inspection,1,5,
J585,Engine diagnostic scan,2,5,
J586,Spark plug replacement,1,6,
J587,Oil change,4,6,
J588,Battery replacement,1,6,
J589,Alternator inspection,3,9,
J590,Battery replacement,2,5,
J591,Brake inspection,3,6,
J592,Alternator inspection,1,5,
J593,Transmission inspection,3,4,
J594,ABS warning light diagnosis,1,4,
J595,Brake inspection,3,6,
J596,Brake pad replacement,1,5,
J597,Wheel alignment,1,9,True
J598,Alternator inspection,2,5,
J599,Check engine light diagnosis,4,4,
J600,Engine diagnostic scan,3,6,
J601,ABS warning light diagnosis,2,3,
J602,Tire replacement,3,4,
J603,Oil change,3,4,
J604,Brake pad replacement,1,3,
J605,Suspension noise diagnosis,1,6,
J606,Battery replacement,3,6,
J607,Transmission inspection,2,7,
J608,Suspension noise diagnosis,4,2,
J609,Check engine light diagnosis,2,2,
J610,ABS warning light diagnosis,4,5,
J611,Spark plug replacement,2,6,
J612,ABS warning light diagnosis,1,5,
J613,Brake pad replacement,2,4,
J614,Oil change,2,4,
J615,Engine diagnostic scan,4,7,
J616,Suspension noise diagnosis,3,4,
J617,Wheel alignment,1,5,
J618,ABS warning light diagnosis,1,2,
J619,Transmission inspection,2,6,
J620,Coolant system service,1,2,
J621,Suspension noise diagnosis,3,6,
J622,Battery replacement,3,7,
J623,Battery replacement,2,7,
J624,Oil change,3,5,
J625,Tire replacement,2,4,
J626,Brake pad replacement,3,5,
J627,Tire replacement,3,5,
J628,Battery replacement,1,5,
J629,Battery replacement,2,4,
J630,ABS warning light diagnosis,3,5,
J631,ABS warning light diagnosis,3,4,
J632,Oil change,2,6,
J633,Brake inspection,1,5,
J634,Tire pressure sensor reset,4,4,
J635,Tire replacement,4,3,
J636,Suspension noise diagnosis,2,6,
J637,Coolant system service,2,5,
J638,Oil change,3,5,
J639,Tire replacement,4,8,
J640,Suspension noise diagnosis,4,4,
J641,Suspension noise diagnosis,1,6,
J642,Engine diagnostic scan,1,7,TRUE
J643,Suspension noise diagnosis,2,6,
J644,Check engine light diagnosis,2,3,
J645,Battery replacement,3,5,
J646,Alternator inspection,3,5,
J647,Transmission inspection,4,6,
J648,Suspension noise diagnosis,2,2,
J649,Wheel alignment,4,4,
J650,Suspension noise diagnosis,4,5,
J651,ABS warning light diagnosis,2,6,
J652,Engine diagnostic scan,1,5,
J653,Suspension noise diagnosis,2,4,
J654,Engine diagnostic scan,3,5,
J655,Battery replacement,3,7,
J656,Tire replacement,2,5,
J657,Spark plug replacement,3,4,
J658,Alternator inspection,2,4,
J659,Tire pressure sensor reset,3,6,
J660,Wheel alignment,4,3,
J661,ABS warning light diagnosis,2,5,
J662,Brake inspection,3,6,
J663,Brake pad replacement,3,6,
J664,Wheel alignment,3,5,
J665,ABS warning light diagnosis,4,4,
J666,Alternator inspection,1,3,
J667,Spark plug replacement,4,6,
J668,Tire pressure sensor reset,3,4,
J669,Alternator inspection,1,5,
J670,Suspension noise diagnosis,2,4,
J671,Battery replacement,3,6,
J672,Brake inspection,2,5,
J673,Alternator inspection,4,5,
J674,Battery replacement,1,5,
J675,Battery replacement,1,3,
J676,Spark plug replacement,4,5,
J677,Check engine light diagnosis,3,4,
J678,Suspension noise diagnosis,4,5,
J679,Transmission inspection,3,5,
J680,Alternator inspection,3,5,
J681,Tire replacement,2,4,
J682,Spark plug replacement,2,6,
J683,Tire pressure sensor reset,3,5,
J684,Suspension noise diagnosis,4,6,
J685,Suspension noise diagnosis,1,2,
J686,Brake inspection,2,3,
J687,Transmission inspection,4,7,
J688,Engine diagnostic scan,1,2,
J689,Wheel alignment,2,4,
J690,Oil change,2,4,
J691,Oil change,3,5,
J692,Transmission inspection,4,4,
J693,Suspension noise diagnosis,4,6,
J694,Tire replacement,1,2,
J695,Spark plug replacement,2,5,
J696,Brake pad replacement,2,6,
J697,Coolant system service,3,4,
J698,ABS warning light diagnosis,2,3,
J699,Wheel alignment,4,2,
J700,Engine diagnostic scan,4,6,
J701,Engine diagnostic scan,3,7,
J702,Alternator inspection,3,5,
J703,Check engine light diagnosis,4,9,
J704,Alternator inspection,3,6,
J705,Spark plug replacement,3,4,
J706,Spark plug replacement,3,2,
J707,Alternator inspection,3,4,
J708,Coolant system service,2,4,
J709,Coolant system service,2,3,
J710,ABS warning light diagnosis,1,5,
J711,Tire pressure sensor reset,4,7,
J712,Suspension noise diagnosis,3,6,
J713,Alternator inspection,4,5,
J714,Tire pressure sensor reset,3,5,
J715,Battery replacement,1,5,
J716,Battery replacement,3,5,
J717,Suspension noise diagnosis,3,5,
J718,Brake pad replacement,1,6,
J719,Transmission inspection,3,6,
J720,Alternator inspection,2,3,
J721,Check engine light diagnosis,3,6,
J722,Spark plug replacement,2,5,
J723,Check engine light diagnosis,3,5,
J724,Alternator inspection,2,6,
J725,Brake inspection,2,6,
J726,Coolant system service,3,6,
J727,Battery replacement,2,4,
J728,Tire pressure sensor reset,1,6,
J729,Transmission inspection,2,3,
J730,Tire replacement,1,4,
J731,Tire pressure sensor reset,3,4,
J732,Coolant system service,3,4,
J733,Alternator inspection,4,5,
J734,Tire replacement,2,6,
J735,Spark plug replacement,4,3,
J736,ABS warning light diagnosis,2,8,
J737,Brake inspection,3,5,
J738,Brake pad replacement,2,6,
J739,Brake pad replacement,3,3,
J740,Battery replacement,3,5,
J741,Brake pad replacement,3,3,
J742,Tire replacement,1,7,TRUE
J743,Brake pad replacement,4,5,
J744,Battery replacement,3,6,
J745,Transmission inspection,2,3,
J746,Coolant system service,3,3,
J747,Spark plug replacement,3,3,
J748,Wheel alignment,3,5,
J749,Tire pressure sensor reset,4,6,
J750,Tire replacement,1,5,
J751,Brake pad replacement,2,5,
J752,ABS warning light diagnosis,1,4,
J753,Transmission inspection,4,5,
J754,Tire pressure sensor reset,3,7,
J755,Wheel alignment,3,8,
J756,Spark plug replacement,2,6,
J757,Oil change,1,6,
J758,Brake inspection,3,4,
J759,ABS warning light diagnosis,2,4,
J760,Tire replacement,2,6,
J761,Transmission inspection,3,4,
J762,ABS warning light diagnosis,1,4,
J763,Coolant system service,2,6,
J764,Alternator inspection,2,6,
J765,Tire replacement,2,5,
J766,Tire replacement,3,7,
J767,Battery replacement,2,6,
J768,Spark plug replacement,2,6,
J769,ABS warning light diagnosis,3,7,
J770,Brake pad replacement,2,4,
J771,Tire pressure sensor reset,1,4,
J772,Coolant system service,3,4,
J773,ABS warning light diagnosis,3,4,
J774,Wheel alignment,2,4,
J775,Check engine light diagnosis,1,3,
J776,ABS warning light diagnosis,3,7,
J777,Battery replacement,1,3,
J778,Transmission inspection,2,6,
J779,Coolant system service,4,4,
J780,Spark plug replacement,2,6,
J781,ABS warning light diagnosis,3,4,
J782,Brake pad replacement,2,6,
J783,Transmission inspection,3,5,
J784,Oil change,3,4,
J785,Brake inspection,2,4,
J786,Tire replacement,3,4,
J787,Check engine light diagnosis,2,4,
J788,Battery replacement,4,3,
J789,Tire replacement,4,4,
J790,Spark plug replacement,3,4,
J791,ABS warning light diagnosis,3,3,
J792,Suspension noise diagnosis,3,4,
J793,Suspension noise diagnosis,1,5,
J794,Coolant system service,4,3,
J795,Battery replacement,2,7,
J796,Coolant system service,2,6,
J797,Tire pressure sensor reset,2,7,
J798,Suspension noise diagnosis,2,5,
J799,Oil change,4,5,
J800,Spark plug replacement,3,8,
J801,Tire replacement,1,7,TRUE
J802,Tire replacement,1,3,
J803,Tire replacement,2,4,
J804,Engine diagnostic scan,1,5,
J805,Transmission inspection,2,6,
J806,Oil change,2,4,
J807,Brake pad replacement,3,5,
J808,Engine diagnostic scan,1,3,
J809,ABS warning light diagnosis,2,6,
J810,Coolant system service,2,2,
J811,Engine diagnostic scan,4,6,
J812,Tire replacement,4,7,
J813,Engine diagnostic scan,3,2,
J814,ABS warning light diagnosis,4,6,
J815,Wheel alignment,4,5,
J816,Suspension noise diagnosis,3,3,
J817,Brake inspection,2,5,
J818,Brake inspection,3,5,
