# generation_params: repair_time: uniform(min=1, max=4) | priority: normal(min=1, max=10, mean=8, std=1.5)
job_id,repair_type,repair_time_hours,priority
J83,Alternator inspection,1,6
J84,Tire pressure sensor reset,1,10
J85,Engine diagnostic scan,1,8
J86,Wheel alignment,3,9
J87,Transmission inspection,3,6
J88,Wheel alignment,3,7
J89,Tire pressure sensor reset,1,7
J90,Wheel alignment,3,7
J91,Battery replacement,2,8
J92,Oil change,4,8
J93,Spark plug replacement,3,9
J94,Brake pad replacement,2,10
J95,Tire replacement,3,9
J96,Wheel alignment,3,7
J97,Oil change,2,8
J98,Transmission inspection,1,10
J99,Spark plug replacement,3,8
J100,ABS warning light diagnosis,3,9
J101,Tire replacement,2,6
J102,Oil change,3,8
J103,ABS warning light diagnosis,1,9
J104,Oil change,3,7
J105,Transmission inspection,1,9
J106,Tire replacement,2,8
J107,Coolant system service,3,8
J108,Tire pressure sensor reset,3,8
J109,Coolant system service,2,8
J110,Engine diagnostic scan,1,5
J111,Wheel alignment,1,7
J112,Suspension noise diagnosis,2,6
J113,Spark plug replacement,3,7
J114,Spark plug replacement,3,8
J115,Alternator inspection,2,10
J116,Oil change,1,9
J117,Brake pad replacement,3,10
J118,Check engine light diagnosis,3,10
J119,Check engine light diagnosis,4,10
J120,Tire pressure sensor reset,3,10
J121,ABS warning light diagnosis,4,7
J122,Battery replacement,1,8
J123,Battery replacement,3,9
J124,Spark plug replacement,1,7
J125,Spark plug replacement,4,10
J126,Battery replacement,3,9
J127,Check engine light diagnosis,3,7
J128,Alternator inspection,2,6
J129,Battery replacement,1,9
J130,ABS warning light diagnosis,2,9
J131,Engine diagnostic scan,2,9
J132,Engine diagnostic scan,2,6
J133,Tire pressure sensor reset,2,8
J134,Alternator inspection,4,9
J135,Spark plug replacement,3,6
J136,Tire replacement,2,7
J137,Coolant system service,2,10
J138,Suspension noise diagnosis,2,7
J139,Wheel alignment,3,7
J140,Brake inspection,2,8
J141,Spark plug replacement,2,10
J142,Battery replacement,3,9
J143,Spark plug replacement,4,8
J144,Wheel alignment,2,7
J145,Tire pressure sensor reset,3,7
J146,Oil change,3,6
J147,Battery replacement,4,8
J148,Check engine light diagnosis,2,8
J149,Spark plug replacement,3,6
J150,Check engine light diagnosis,4,9
J151,Oil change,3,10
J152,Brake inspection,1,7
J153,Suspension noise diagnosis,1,9
J154,Transmission inspection,1,7
J155,Spark plug replacement,3,8
J156,ABS warning light diagnosis,2,10
J157,Engine diagnostic scan,2,7
J158,Alternator inspection,1,10
J159,Tire pressure sensor reset,2,8
J160,Battery replacement,4,10
J161,Suspension noise diagnosis,2,8
J162,Tire replacement,3,10
J163,Suspension noise diagnosis,3,6
J164,Transmission inspection,3,8
J165,Check engine light diagnosis,4,7
J166,Coolant system service,4,10
J167,Spark plug replacement,1,7
J168,Oil change,2,10
J169,Engine diagnostic scan,3,5
J170,Alternator inspection,4,6
J171,Brake pad replacement,3,9
J172,Alternator inspection,2,8
J173,Tire replacement,4,7
J174,Engine diagnostic scan,4,6
J175,Battery replacement,3,9
J176,Tire pressure sensor reset,2,9
J177,Battery replacement,3,7
J178,Alternator inspection,3,6
J179,Brake inspection,1,8
J180,Oil change,2,7
J181,Coolant system service,2,9
J182,Battery replacement,4,9
J183,Tire replacement,2,10
J184,Oil change,2,8
J185,Brake inspection,4,9
J186,Brake pad replacement,2,8
J187,Oil change,2,7
J188,Battery replacement,4,8
J189,Tire pressure sensor reset,2,8
J190,Tire pressure sensor reset,2,9
J191,Suspension noise diagnosis,2,7
J192,ABS warning light diagnosis,2,10
J193,Coolant system service,4,9
J194,Brake inspection,2,10
J195,Spark plug replacement,2,7
J196,Tire pressure sensor reset,4,9
J197,Tire replacement,4,5
J198,Engine diagnostic scan,3,8
J199,Brake inspection,3,8
J200,Coolant system service,3,8
J201,Alternator inspection,4,7
J202,Transmission inspection,2,10
J203,Engine diagnostic scan,4,8
J204,Battery replacement,3,7
J205,Engine diagnostic scan,4,8
J206,Brake pad replacement,3,9
J207,Brake inspection,3,9
J208,Alternator inspection,2,6
J209,Coolant system service,2,8
J210,Check engine light diagnosis,3,9
J211,Oil change,3,10
J212,Tire replacement,2,7
J213,Alternator inspection,2,8
J214,Tire replacement,4,7
J215,Brake pad replacement,3,10
J216,Spark plug replacement,3,9
J217,Spark plug replacement,4,8
J218,Brake pad replacement,3,6
J219,Tire replacement,4,7
J220,ABS warning light diagnosis,4,9
J221,Alternator inspection,2,10
J222,Battery replacement,3,8
J223,ABS warning light diagnosis,1,9
J224,Oil change,4,7
J225,Check engine light diagnosis,1,8
J226,Tire pressure sensor reset,1,6
J227,Battery replacement,4,7
J228,Transmission inspection,2,8
J229,Engine diagnostic scan,1,8
J230,Alternator inspection,2,8
J231,Alternator inspection,4,7
J232,ABS warning light diagnosis,3,7
J233,Wheel alignment,1,8
J234,Brake inspection,2,9
J235,Engine diagnostic scan,1,10
J236,Tire replacement,3,7
J237,Battery replacement,2,6
J238,Brake inspection,3,8
J239,Check engine light diagnosis,2,10
J240,Tire pressure sensor reset,3,8
J241,Brake inspection,3,7
J242,Brake pad replacement,3,6
J243,Battery replacement,2,8
J244,Engine diagnostic scan,1,9
J245,Wheel alignment,2,8
J246,Transmission inspection,3,6
J247,Brake pad replacement,3,7
J248,Spark plug replacement,3,8
J249,Battery replacement,4,4
J250,Engine diagnostic scan,1,7
J251,Spark plug replacement,4,7
J252,Oil change,1,9
J253,Battery replacement,3,6
J254,Check engine light diagnosis,2,8
J255,Tire pressure sensor reset,2,9
J256,Brake pad replacement,1,9
J257,ABS warning light diagnosis,3,8
J258,Engine diagnostic scan,4,10
J259,Oil change,3,7
J260,Brake pad replacement,2,7
J261,Brake inspection,1,6
J262,Brake pad replacement,1,8
J263,Suspension noise diagnosis,4,8
J264,Brake pad replacement,2,9
J265,Engine diagnostic scan,3,9
J266,Wheel alignment,3,8
J267,Brake inspection,4,10
J268,ABS warning light diagnosis,2,5
J269,Alternator inspection,2,8
J270,Check engine light diagnosis,3,7
J271,Check engine light diagnosis,2,5
J272,Brake inspection,3,9
J273,Transmission inspection,2,5
J274,ABS warning light diagnosis,2,9
J275,Suspension noise diagnosis,4,8
J276,Check engine light diagnosis,1,9
J277,Alternator inspection,1,6
J278,Wheel alignment,2,8
J279,ABS warning light diagnosis,3,7
J280,Coolant system service,3,5
J281,Wheel alignment,4,8
J282,ABS warning light diagnosis,2,10
J283,Wheel alignment,3,9
J284,Oil change,4,8
J285,Oil change,3,9
J286,Oil change,4,9
J287,Spark plug replacement,3,7
J288,Engine diagnostic scan,3,8
J289,Brake inspection,4,10
J290,Spark plug replacement,1,6
J291,Coolant system service,4,10
J292,Wheel alignment,3,10
J293,Alternator inspection,3,9
J294,ABS warning light diagnosis,1,6
J295,ABS warning light diagnosis,1,10
J296,Coolant system service,3,6
J297,Tire replacement,3,4
J298,Wheel alignment,2,7
J299,Brake pad replacement,2,7
J300,Oil change,3,10
J301,Transmission inspection,3,3
J302,Battery replacement,3,10
J303,Spark plug replacement,1,6
J304,Tire pressure sensor reset,4,9
J305,Battery replacement,2,8
J306,Alternator inspection,4,9
J307,Transmission inspection,4,7
J308,Battery replacement,1,6
J309,Wheel alignment,2,10
J310,Battery replacement,3,10
J311,Engine diagnostic scan,2,7
J312,Engine diagnostic scan,3,8
J313,Engine diagnostic scan,2,9
J314,Engine diagnostic scan,3,8
J315,Transmission inspection,4,9
J316,Tire pressure sensor reset,1,8
J317,Transmission inspection,3,7
J318,Engine diagnostic scan,4,7
J319,Wheel alignment,4,8
J320,Coolant system service,2,8
J321,Alternator inspection,1,10
J322,Battery replacement,3,8
J323,Suspension noise diagnosis,3,5
J324,Oil change,3,4
J325,ABS warning light diagnosis,1,8
J326,Wheel alignment,1,7
J327,Check engine light diagnosis,3,6
J328,Oil change,4,9
J329,Oil change,4,7
J330,Check engine light diagnosis,2,6
J331,Brake inspection,1,7
J332,Oil change,2,6
J333,ABS warning light diagnosis,1,6
J334,Transmission inspection,2,6
J335,Alternator inspection,1,7
J336,Engine diagnostic scan,1,10
J337,Engine diagnostic scan,2,9
J338,Coolant system service,4,6
J339,Tire replacement,4,8
J340,Spark plug replacement,3,10
J341,Brake pad replacement,2,6
J342,Wheel alignment,4,8
J343,Battery replacement,3,7
J344,Coolant system service,4,9
J345,Wheel alignment,3,7
J346,Check engine light diagnosis,3,8
J347,Coolant system service,2,7
J348,Tire pressure sensor reset,3,8
J349,Brake inspection,4,6
J350,Oil change,3,8
J351,Wheel alignment,2,7
J352,Tire pressure sensor reset,3,10
J353,Suspension noise diagnosis,3,8
J354,Tire pressure sensor reset,2,7
J355,Coolant system service,3,7
J356,Battery replacement,3,7
J357,Transmission inspection,2,5
J358,Alternator inspection,2,10
J359,Alternator inspection,3,7
J360,Tire replacement,2,9
J361,Oil change,3,7
J362,Suspension noise diagnosis,2,10
J363,Spark plug replacement,2,10
J364,Wheel alignment,4,8
J365,Transmission inspection,2,6
J366,Brake pad replacement,4,7
J367,Tire replacement,2,9
J368,Check engine light diagnosis,2,6
J369,Transmission inspection,3,9
J370,Coolant system service,4,9
J371,Battery replacement,3,7
J372,Tire pressure sensor reset,2,9
J373,Suspension noise diagnosis,3,9
J374,Brake inspection,1,8
J375,Oil change,3,9
J376,Transmission inspection,1,8
J377,Check engine light diagnosis,1,8
J378,Coolant system service,3,9
J379,Tire pressure sensor reset,1,8
J380,Wheel alignment,1,6
J381,Coolant system service,2,7
J382,Engine diagnostic scan,2,8
J383,Brake pad replacement,2,9
J384,Coolant system service,3,8
J385,Brake inspection,3,6
J386,Brake pad replacement,3,6
J387,Wheel alignment,4,9
J388,Check engine light diagnosis,3,10
J389,Coolant system service,2,8
J390,Oil change,3,10
J391,Oil change,1,7
J392,Brake inspection,2,9
J393,Wheel alignment,4,6
J394,Battery replacement,1,8
J395,Brake pad replacement,3,6
J396,Tire replacement,4,8
J397,ABS warning light diagnosis,4,9
J398,Wheel alignment,4,9
J399,Brake inspection,4,9
J400,Tire pressure sensor reset,1,6
J401,Check engine light diagnosis,3,3
J402,Suspension noise diagnosis,2,10
J403,Oil change,3,9
J404,Spark plug replacement,4,8
J405,Coolant system service,3,9
J406,Brake pad replacement,2,7
J407,Tire pressure sensor reset,1,6
J408,Spark plug replacement,2,6
J409,Brake inspection,3,8
J410,Brake pad replacement,2,7
J411,Transmission inspection,1,7
J412,Suspension noise diagnosis,3,10
J413,Suspension noise diagnosis,3,7
J414,Tire pressure sensor reset,2,8
J415,Check engine light diagnosis,3,10
J416,Suspension noise diagnosis,2,9
J417,Spark plug replacement,2,6
J418,ABS warning light diagnosis,3,7
J419,Brake pad replacement,3,8
J420,Battery replacement,2,10
J421,Tire pressure sensor reset,3,7
J422,Oil change,3,10
J423,Battery replacement,2,10
J424,Coolant system service,1,9
J425,Brake inspection,1,8
J426,Alternator inspection,2,6
J427,Tire replacement,2,9
J428,Brake inspection,1,8
J429,Transmission inspection,3,9
J430,Spark plug replacement,2,9
J431,Tire pressure sensor reset,3,7
J432,Suspension noise diagnosis,4,10
J433,Alternator inspection,2,8
J434,Brake pad replacement,4,10
J435,ABS warning light diagnosis,2,9
J436,Wheel alignment,2,8
J437,Battery replacement,1,7
J438,Wheel alignment,4,8
J439,Battery replacement,2,7
J440,Battery replacement,4,8
J441,Check engine light diagnosis,3,8
J442,Brake pad replacement,3,9
J443,Battery replacement,3,8
J444,Check engine light diagnosis,3,7
J445,Tire pressure sensor reset,2,6
J446,Tire pressure sensor reset,4,7
J447,Alternator inspection,3,9
J448,Check engine light diagnosis,3,10
J449,Transmission inspection,2,8
J450,Engine diagnostic scan,1,8
J451,Battery replacement,4,7
J452,Alternator inspection,2,10
J453,Check engine light diagnosis,4,5
J454,Check engine light diagnosis,2,7
J455,Alternator inspection,3,6
J456,Brake inspection,2,7
J457,Oil change,2,9
J458,Transmission inspection,1,8
J459,Oil change,2,7
J460,Tire replacement,2,9
J461,Engine diagnostic scan,2,7
J462,Tire pressure sensor reset,2,8
J463,Brake pad replacement,3,10
J464,Battery replacement,2,8
J465,Coolant system service,4,8
J466,Brake inspection,3,8
J467,ABS warning light diagnosis,3,8
J468,Spark plug replacement,2,10
J469,Wheel alignment,2,7
J470,Tire replacement,3,9
J471,Coolant system service,3,5
J472,Brake inspection,1,5
J473,Battery replacement,3,10
J474,Suspension noise diagnosis,3,7
J475,ABS warning light diagnosis,1,7
J476,Spark plug replacement,4,7
J477,Transmission inspection,3,8
J478,Oil change,2,7
J479,Transmission inspection,2,7
J480,Wheel alignment,2,8
J481,Engine diagnostic scan,3,8
J482,Check engine light diagnosis,2,8
J483,Spark plug replacement,2,7
J484,Tire replacement,3,5
J485,Check engine light diagnosis,3,9
J486,Battery replacement,2,10
J487,Check engine light diagnosis,3,8
J488,Brake inspection,3,9
J489,Wheel alignment,4,5
J490,Suspension noise diagnosis,2,10
J491,Brake inspection,3,6
J492,Transmission inspection,1,6
J493,Suspension noise diagnosis,2,10
J494,Coolant system service,4,10
J495,Brake inspection,1,7
J496,Transmission inspection,2,8
J497,Coolant system service,3,7
J498,Wheel alignment,3,7
J499,Tire pressure sensor reset,2,9
J500,Suspension noise diagnosis,2,9
J501,Brake pad replacement,4,10
J502,Battery replacement,1,10
J503,Brake pad replacement,1,8
J504,Alternator inspection,1,9
J505,Transmission inspection,2,8
J506,Alternator inspection,1,8
J507,Tire replacement,1,7
J508,Coolant system service,2,6
J509,Brake pad replacement,3,7
J510,Oil change,2,6
J511,Tire pressure sensor reset,3,10
J512,Tire replacement,4,9
J513,Suspension noise diagnosis,2,8
J514,Wheel alignment,2,8
J515,Engine diagnostic scan,2,9
J516,Oil change,2,7
J517,Brake inspection,3,8
J518,Battery replacement,3,7
J519,Check engine light diagnosis,3,10
J520,Battery replacement,1,9
J521,Oil change,4,8
J522,Transmission inspection,3,6
J523,Transmission inspection,1,10
J524,Tire replacement,4,9
J525,Alternator inspection,3,10
J526,Suspension noise diagnosis,2,10
J527,Oil change,4,7
J528,Battery replacement,3,7
J529,Coolant system service,2,9
J530,Brake pad replacement,1,5
J531,Spark plug replacement,2,9
J532,Transmission inspection,2,10
J533,Brake pad replacement,2,8
J534,Coolant system service,3,8
J535,Engine diagnostic scan,4,8
J536,Battery replacement,3,7
J537,Brake inspection,2,5
J538,Brake inspection,2,10
J539,Oil change,1,10
J540,Wheel alignment,2,8
J541,Wheel alignment,2,8
J542,Brake pad replacement,3,9
J543,Tire pressure sensor reset,1,6
J544,Suspension noise diagnosis,2,8
J545,ABS warning light diagnosis,3,9
J546,Alternator inspection,2,8
J547,Tire pressure sensor reset,2,9
J548,Check engine light diagnosis,2,10
J549,Tire replacement,4,9
J550,Oil change,2,7
J551,Coolant system service,2,9
J552,Battery replacement,4,8
J553,Tire replacement,2,8
J554,Battery replacement,1,7
J555,Oil change,4,8
J556,ABS warning light diagnosis,4,7
J557,Wheel alignment,2,9
J558,ABS warning light diagnosis,3,4
J559,ABS warning light diagnosis,2,9
J560,Coolant system service,2,8
J561,Oil change,4,6
J562,Wheel alignment,2,8
J563,Alternator inspection,4,7
J564,Brake inspection,1,10
J565,Tire replacement,4,8
J566,Brake pad replacement,3,10
J567,Engine diagnostic scan,4,7
J568,Brake pad replacement,3,9
J569,Battery replacement,2,10
J570,ABS warning light diagnosis,2,8
J571,Suspension noise diagnosis,1,9
J572,Engine diagnostic scan,2,8
J573,Engine diagnostic scan,2,5
J574,Tire replacement,2,6
J575,Brake inspection,3,8
J576,Coolant system service,2,8
J577,Wheel alignment,4,7
J578,Check engine light diagnosis,3,7
J579,Tire pressure sensor reset,2,7
J580,Wheel alignment,4,8
J581,Spark plug replacement,2,8
J582,Tire replacement,2,9
J583,Suspension noise diagnosis,2,6
J584,Coolant system service,3,8
J585,Brake inspection,2,7
J586,Coolant system service,1,6
J587,Engine diagnostic scan,3,8
J588,Brake inspection,1,10
J589,Wheel alignment,2,10
J590,Engine diagnostic scan,4,10
J591,Tire replacement,2,5
J592,Engine diagnostic scan,4,8
J593,Brake pad replacement,3,6
J594,Brake pad replacement,3,10
J595,ABS warning light diagnosis,2,9
J596,Tire replacement,4,9
J597,Tire replacement,1,10
J598,Coolant system service,1,9
J599,Engine diagnostic scan,1,8
J600,Brake inspection,2,8
J601,Wheel alignment,2,9
J602,Battery replacement,3,7
J603,Engine diagnostic scan,3,8
J604,Brake inspection,1,8
J605,Brake pad replacement,2,10
J606,Battery replacement,3,10
J607,Battery replacement,2,9
J608,Suspension noise diagnosis,4,8
J609,Alternator inspection,3,9
J610,Oil change,3,7
J611,Tire pressure sensor reset,3,7
J612,Spark plug replacement,1,8
J613,Check engine light diagnosis,2,10
J614,Engine diagnostic scan,2,10
J615,Brake inspection,3,8
J616,Engine diagnostic scan,3,8
J617,Oil change,3,7
J618,ABS warning light diagnosis,3,10
J619,Oil change,1,6
J620,Tire replacement,2,8
J621,ABS warning light diagnosis,2,7
J622,Tire replacement,2,9
J623,ABS warning light diagnosis,1,7
J624,Wheel alignment,2,10
J625,Brake inspection,3,7
J626,Alternator inspection,3,9
J627,Transmission inspection,2,9
J628,Coolant system service,1,8
J629,Alternator inspection,3,9
J630,Transmission inspection,3,10
J631,Check engine light diagnosis,4,7
J632,Brake pad replacement,4,10
J633,Oil change,2,7
J634,Transmission inspection,3,9
J635,Tire replacement,1,7
J636,Engine diagnostic scan,1,8
J637,Engine diagnostic scan,3,6
J638,Spark plug replacement,2,9
J639,Transmission inspection,2,8
J640,Suspension noise diagnosis,1,7
J641,Tire pressure sensor reset,4,9
J642,Coolant system service,2,7
J643,Spark plug replacement,4,8
J644,Brake pad replacement,3,9
J645,Brake inspection,1,8
J646,ABS warning light diagnosis,2,8
J647,Oil change,2,8
J648,Tire replacement,2,8
J649,Suspension noise diagnosis,2,8
J650,Tire pressure sensor reset,1,9
J651,Alternator inspection,2,9
J652,Transmission inspection,1,8
J653,Check engine light diagnosis,1,6
J654,Coolant system service,2,7
J655,Engine diagnostic scan,3,8
J656,Tire pressure sensor reset,3,9
J657,Coolant system service,3,6
J658,Coolant system service,2,8
J659,Brake inspection,3,6
J660,Tire pressure sensor reset,2,6
J661,Tire replacement,4,10
J662,Transmission inspection,1,8
J663,Check engine light diagnosis,3,8
J664,Suspension noise diagnosis,2,7
J665,Wheel alignment,3,9
J666,Brake inspection,2,6
J667,Brake inspection,2,5
J668,Battery replacement,1,6
J669,Alternator inspection,3,8
J670,Wheel alignment,3,6
J671,Wheel alignment,3,10
J672,Coolant system service,3,10
J673,Brake pad replacement,3,7
J674,Oil change,2,9
J675,Check engine light diagnosis,3,6
J676,Oil change,3,9
J677,Wheel alignment,4,6
J678,Tire pressure sensor reset,3,7
J679,Transmission inspection,3,8
J680,Tire replacement,1,10
J681,Coolant system service,2,9
J682,Spark plug replacement,3,7
J683,Alternator inspection,4,9
J684,Brake pad replacement,1,6
J685,Tire pressure sensor reset,2,6
J686,Battery replacement,1,10
J687,Wheel alignment,3,8
J688,Tire replacement,3,10
J689,Transmission inspection,3,8
J690,Battery replacement,2,9
J691,Wheel alignment,1,7
J692,Engine diagnostic scan,3,8
J693,Wheel alignment,3,10
J694,Brake inspection,3,9
J695,Spark plug replacement,2,9
J696,Wheel alignment,3,10
J697,Brake inspection,2,8
J698,Brake inspection,3,7
J699,Coolant system service,3,8
J700,Tire replacement,2,7
J701,Battery replacement,4,8
J702,Coolant system service,3,9
J703,Transmission inspection,3,7
J704,Oil change,3,10
J705,Tire replacement,1,9
J706,Spark plug replacement,1,8
J707,Brake inspection,3,8
J708,Brake pad replacement,4,7
J709,Brake pad replacement,4,8
J710,Oil change,3,8
J711,Wheel alignment,2,6
J712,Brake inspection,2,8
J713,Engine diagnostic scan,3,8
J714,Brake pad replacement,4,5
J715,Alternator inspection,3,8
J716,ABS warning light diagnosis,3,7
J717,Coolant system service,2,10
J718,Tire replacement,2,7
J719,Coolant system service,2,10
J720,Tire pressure sensor reset,2,7
J721,Oil change,2,10
J722,Battery replacement,1,9
J723,Brake inspection,1,5
J724,Spark plug replacement,2,6
J725,Suspension noise diagnosis,4,7
J726,Transmission inspection,4,9
J727,Check engine light diagnosis,1,7
J728,Oil change,3,10
J729,Suspension noise diagnosis,1,7
J730,Check engine light diagnosis,1,7
J731,ABS warning light diagnosis,3,8
J732,Check engine light diagnosis,4,9
J733,Battery replacement,3,8
J734,Suspension noise diagnosis,3,7
J735,Wheel alignment,4,8
J736,Oil change,2,9
J737,Check engine light diagnosis,3,10
J738,Spark plug replacement,1,7
J739,Brake inspection,2,9
J740,ABS warning light diagnosis,1,9
J741,Brake pad replacement,2,10
J742,Battery replacement,2,7
J743,Tire replacement,1,7
J744,Check engine light diagnosis,1,6
J745,Oil change,4,8
J746,Coolant system service,3,6
J747,Suspension noise diagnosis,2,5
J748,Check engine light diagnosis,1,10
J749,Tire pressure sensor reset,2,9
J750,Transmission inspection,3,9
J751,ABS warning light diagnosis,2,10
J752,Suspension noise diagnosis,4,8
J753,Tire pressure sensor reset,1,5
J754,Tire replacement,2,9
J755,Coolant system service,2,7
J756,Tire pressure sensor reset,2,6
J757,Brake pad replacement,4,8
J758,Oil change,2,7
J759,Alternator inspection,4,8
J760,Spark plug replacement,3,6
J761,Check engine light diagnosis,2,10
J762,Spark plug replacement,1,9
J763,Tire replacement,3,9
J764,Tire pressure sensor reset,1,9
J765,Check engine light diagnosis,2,7
J766,Tire replacement,1,10
J767,Brake inspection,2,9
J768,Alternator inspection,1,8
J769,Transmission inspection,1,10
J770,Suspension noise diagnosis,2,9
J771,Check engine light diagnosis,3,8
J772,Check engine light diagnosis,4,10
J773,Brake inspection,3,7
J774,Tire pressure sensor reset,3,7
J775,Tire replacement,3,9
J776,Wheel alignment,4,7
J777,Coolant system service,2,10
J778,Engine diagnostic scan,4,8
J779,Tire pressure sensor reset,2,10
J780,Tire pressure sensor reset,4,9
J781,Spark plug replacement,4,9
J782,Brake inspection,3,6
J783,Engine diagnostic scan,4,10
J784,Oil change,3,9
J785,Battery replacement,2,9
J786,Tire replacement,3,8
J787,Transmission inspection,3,8
J788,Engine diagnostic scan,3,7
J789,Tire pressure sensor reset,2,9
J790,Spark plug replacement,3,5
J791,Check engine light diagnosis,3,9
J792,Coolant system service,2,8
J793,Battery replacement,1,6
J794,Alternator inspection,3,7
J795,ABS warning light diagnosis,4,6
J796,Coolant system service,2,8
J797,Tire pressure sensor reset,4,10
J798,Wheel alignment,2,9
J799,Brake pad replacement,2,8
J800,Brake pad replacement,3,10
J801,Tire pressure sensor reset,2,9
J802,Engine diagnostic scan,2,8
J803,Transmission inspection,3,10
J804,Tire replacement,3,9
J805,Tire replacement,1,7
J806,Battery replacement,1,10
J807,Alternator inspection,4,9
J808,Suspension noise diagnosis,2,6
J809,Brake pad replacement,2,6
J810,Battery replacement,4,9
J811,Coolant system service,2,10
J812,Coolant system service,3,6
J813,Tire replacement,3,10
J814,Oil change,3,7
J815,Brake pad replacement,4,9
J816,Wheel alignment,4,8
J817,Alternator inspection,2,9
J818,Spark plug replacement,3,8
J819,Brake pad replacement,1,9
J820,Alternator inspection,3,10
J821,Suspension noise diagnosis,1,9
J822,Tire replacement,4,10
J823,Check engine light diagnosis,3,7
J824,Tire replacement,3,10
J825,Brake inspection,1,7
J826,Wheel alignment,3,6
J827,Coolant system service,2,8
J828,Oil change,3,8
J829,Spark plug replacement,1,7
J830,Oil change,3,10
J831,Tire replacement,3,8
J832,Spark plug replacement,2,8
J833,Spark plug replacement,1,10
J834,Brake inspection,1,10
J835,Oil change,3,9
J836,Spark plug replacement,2,6
J837,Brake inspection,3,9
J838,Brake pad replacement,3,9
J839,Suspension noise diagnosis,2,7
J840,Spark plug replacement,3,10
J841,Coolant system service,2,8
J842,Transmission inspection,3,7
J843,Tire pressure sensor reset,3,9
J844,Brake inspection,3,8
J845,Coolant system service,4,8
J846,Tire pressure sensor reset,4,7
J847,Alternator inspection,1,8
J848,Brake inspection,4,8
J849,Alternator inspection,2,10
J850,Tire replacement,2,7
J851,Check engine light diagnosis,1,8
J852,Engine diagnostic scan,2,8
J853,Battery replacement,4,7
J854,Battery replacement,4,9
J855,Spark plug replacement,3,10
J856,Brake pad replacement,3,7
J857,ABS warning light diagnosis,3,8
J858,Alternator inspection,4,9
J859,Alternator inspection,1,7
J860,Tire replacement,2,10
J861,Brake pad replacement,2,5
J862,ABS warning light diagnosis,2,6
J863,ABS warning light diagnosis,2,10
J864,ABS warning light diagnosis,3,6
J865,Tire replacement,4,4
J866,Tire pressure sensor reset,3,9
J867,Transmission inspection,3,9
J868,Check engine light diagnosis,2,8
J869,Tire replacement,3,10
J870,Spark plug replacement,3,10
J871,Tire pressure sensor reset,2,6
J872,Alternator inspection,2,9
J873,Check engine light diagnosis,3,9
J874,ABS warning light diagnosis,3,9
J875,Suspension noise diagnosis,4,8
J876,Brake pad replacement,3,7
J877,Suspension noise diagnosis,1,8
J878,Brake inspection,2,8
J879,Brake inspection,3,6
J880,Suspension noise diagnosis,1,7
