# generation_params: repair_time: uniform(min=1, max=4) | priority: normal(min=1, max=10, mean=5, std=1.5)
job_id,repair_type,repair_time_hours,priority
J140,Suspension noise diagnosis,4,6
J141,Coolant system service,3,6
J142,Battery replacement,4,5
J143,Brake inspection,1,6
J144,Oil change,2,4
J145,Battery replacement,4,6
J146,Brake inspection,3,2
J147,Tire replacement,4,6
J148,Coolant system service,4,3
J149,Tire replacement,4,5
J150,Battery replacement,3,6
J151,Spark plug replacement,4,4
J152,Battery replacement,2,5
J153,Battery replacement,3,5
J154,Brake inspection,2,6
J155,Engine diagnostic scan,4,5
J156,Transmission inspection,3,6
J157,Brake pad replacement,3,7
J158,Oil change,3,6
J159,Alternator inspection,3,5
J160,ABS warning light diagnosis,1,6
J161,Brake pad replacement,2,3
J162,Oil change,1,5
J163,ABS warning light diagnosis,2,4
J164,Brake inspection,4,7
J165,Engine diagnostic scan,3,9
J166,Brake inspection,2,7
J167,Brake inspection,4,7
J168,Brake pad replacement,3,3
J169,Transmission inspection,2,6
J170,Tire pressure sensor reset,1,3
J171,Check engine light diagnosis,3,6
J172,Alternator inspection,2,7
J173,Engine diagnostic scan,1,5
J174,Alternator inspection,2,7
J175,Brake inspection,2,8
J176,Oil change,2,4
J177,Transmission inspection,1,5
J178,Transmission inspection,3,3
J179,Engine diagnostic scan,2,6
J180,Alternator inspection,2,5
J181,ABS warning light diagnosis,3,5
J182,Coolant system service,3,7
J183,Coolant system service,4,3
J184,Brake pad replacement,3,2
J185,Engine diagnostic scan,4,6
J186,Engine diagnostic scan,3,6
J187,Tire replacement,1,6
J188,Coolant system service,3,6
J189,Transmission inspection,3,5
J190,ABS warning light diagnosis,3,5
J191,Wheel alignment,4,5
J192,Coolant system service,3,3
J193,Coolant system service,3,7
J194,Transmission inspection,2,5
J195,Tire replacement,1,3
J196,Coolant system service,2,5
J197,Suspension noise diagnosis,3,6
J198,Check engine light diagnosis,4,7
J199,ABS warning light diagnosis,1,5
J200,ABS warning light diagnosis,4,2
J201,Engine diagnostic scan,3,5
J202,Alternator inspection,3,4
J203,Oil change,2,3
J204,Coolant system service,1,4
J205,Suspension noise diagnosis,3,5
J206,Transmission inspection,1,5
J207,Transmission inspection,2,5
J208,ABS warning light diagnosis,2,2
J209,Brake pad replacement,2,2
J210,Alternator inspection,2,4
J211,Engine diagnostic scan,3,7
J212,Coolant system service,4,7
J213,Brake pad replacement,3,4
J214,ABS warning light diagnosis,2,4
J215,Tire pressure sensor reset,4,5
J216,Coolant system service,3,8
J217,Alternator inspection,1,5
J218,Check engine light diagnosis,2,6
J219,Transmission inspection,2,3
J220,Alternator inspection,2,8
J221,Brake inspection,2,7
J222,Alternator inspection,1,7
J223,Suspension noise diagnosis,4,4
J224,Battery replacement,2,5
J225,Oil change,3,4
J226,Suspension noise diagnosis,3,8
J227,Suspension noise diagnosis,4,4
J228,Brake pad replacement,3,5
J229,Tire pressure sensor reset,2,5
J230,Brake inspection,3,4
J231,Tire replacement,2,4
J232,Coolant system service,2,5
J233,Tire pressure sensor reset,2,7
J234,Spark plug replacement,2,7
J235,Transmission inspection,3,5
J236,Spark plug replacement,3,5
J237,Wheel alignment,1,5
J238,Suspension noise diagnosis,4,6
J239,Check engine light diagnosis,3,6
J240,Battery replacement,2,6
J241,Battery replacement,1,5
J242,Engine diagnostic scan,3,4
J243,Coolant system service,3,5
J244,Suspension noise diagnosis,3,6
J245,Spark plug replacement,2,6
J246,Engine diagnostic scan,2,6
J247,Wheel alignment,1,5
J248,Brake inspection,2,4
J249,Alternator inspection,3,6
J250,Suspension noise diagnosis,1,7
J251,Brake pad replacement,2,7
J252,Oil change,2,2
J253,Wheel alignment,1,3
J254,ABS warning light diagnosis,2,7
J255,Spark plug replacement,2,4
J256,Brake inspection,2,6
J257,Battery replacement,1,3
J258,Transmission inspection,1,4
J259,Tire replacement,1,5
J260,Coolant system service,3,6
J261,Spark plug replacement,2,7
J262,ABS warning light diagnosis,4,4
J263,Brake inspection,3,4
J264,Tire pressure sensor reset,3,6
J265,Spark plug replacement,3,5
J266,Check engine light diagnosis,3,3
J267,Suspension noise diagnosis,2,6
J268,Coolant system service,2,6
J269,Transmission inspection,2,6
J270,Wheel alignment,1,7
J271,ABS warning light diagnosis,2,4
J272,Alternator inspection,1,4
J273,Alternator inspection,4,6
J274,Battery replacement,3,5
J275,Coolant system service,3,5
J276,Spark plug replacement,1,6
J277,Engine diagnostic scan,3,4
J278,Transmission inspection,2,5
J279,Alternator inspection,2,6
J280,Transmission inspection,4,4
J281,Wheel alignment,3,6
J282,Transmission inspection,3,4
J283,Transmission inspection,3,5
J284,Alternator inspection,1,6
J285,Spark plug replacement,3,6
J286,Check engine light diagnosis,2,7
J287,Spark plug replacement,3,5
J288,Engine diagnostic scan,2,6
J289,Alternator inspection,2,4
J290,Engine diagnostic scan,1,4
J291,Tire pressure sensor reset,2,7
J292,ABS warning light diagnosis,3,3
J293,Alternator inspection,2,6
J294,Tire replacement,2,5
J295,Oil change,4,4
J296,Coolant system service,1,7
J297,Engine diagnostic scan,3,4
J298,ABS warning light diagnosis,2,6
J299,Alternator inspection,2,4
J300,Tire replacement,1,6
J301,Engine diagnostic scan,2,5
J302,Wheel alignment,3,4
J303,Coolant system service,2,4
J304,Brake inspection,3,7
J305,Engine diagnostic scan,1,7
J306,Coolant system service,1,5
J307,Engine diagnostic scan,2,6
J308,Check engine light diagnosis,2,5
J309,Check engine light diagnosis,2,4
J310,Check engine light diagnosis,4,8
J311,Alternator inspection,2,5
J312,Brake inspection,3,5
J313,Tire replacement,1,6
J314,Transmission inspection,1,6
J315,Transmission inspection,2,6
J316,Oil change,3,6
J317,Brake inspection,2,6
J318,Battery replacement,1,8
J319,Alternator inspection,2,5
J320,ABS warning light diagnosis,3,6
J321,Spark plug replacement,2,5
J322,Transmission inspection,1,3
J323,Spark plug replacement,3,5
J324,ABS warning light diagnosis,2,4
J325,Brake inspection,2,3
J326,Alternator inspection,4,5
J327,Engine diagnostic scan,4,3
J328,Brake inspection,3,4
J329,Alternator inspection,2,5
J330,Alternator inspection,2,5
J331,Tire pressure sensor reset,1,3
J332,Engine diagnostic scan,2,6
J333,Suspension noise diagnosis,3,3
J334,Brake inspection,2,5
J335,Oil change,1,4
J336,Alternator inspection,1,6
J337,Wheel alignment,2,7
J338,Alternator inspection,2,6
J339,Oil change,4,5
J340,Tire replacement,4,5
J341,Oil change,4,5
J342,Transmission inspection,1,4
J343,Brake inspection,1,5
J344,Tire pressure sensor reset,2,5
J345,Suspension noise diagnosis,1,6
J346,Alternator inspection,4,4
J347,Spark plug replacement,2,7
J348,Tire replacement,3,4
J349,Tire pressure sensor reset,1,6
J350,Spark plug replacement,3,2
J351,Spark plug replacement,3,7
J352,Wheel alignment,4,7
J353,Check engine light diagnosis,1,5
J354,Coolant system service,3,4
J355,Check engine light diagnosis,3,6
J356,Oil change,1,6
J357,Engine diagnostic scan,2,5
J358,Check engine light diagnosis,3,1
J359,Suspension noise diagnosis,3,3
J360,Spark plug replacement,2,5
J361,Suspension noise diagnosis,1,7
J362,Spark plug replacement,3,6
J363,Alternator inspection,4,5
J364,Tire pressure sensor reset,2,5
J365,Transmission inspection,3,5
J366,Engine diagnostic scan,3,4
J367,Spark plug replacement,3,5
J368,Battery replacement,1,6
J369,Brake inspection,3,5
J370,Tire pressure sensor reset,4,3
J371,Engine diagnostic scan,1,7
J372,Transmission inspection,3,3
J373,ABS warning light diagnosis,4,7
J374,Brake inspection,3,7
J375,Engine diagnostic scan,2,4
J376,Check engine light diagnosis,3,6
J377,Tire pressure sensor reset,3,6
J378,Suspension noise diagnosis,3,6
J379,Transmission inspection,2,4
J380,Transmission inspection,3,7
J381,Engine diagnostic scan,2,5
J382,Check engine light diagnosis,1,7
J383,ABS warning light diagnosis,3,4
J384,Engine diagnostic scan,3,3
J385,Oil change,2,7
J386,Wheel alignment,3,6
J387,Tire replacement,3,5
J388,Tire pressure sensor reset,3,7
J389,ABS warning light diagnosis,4,3
J390,ABS warning light diagnosis,4,6
J391,ABS warning light diagnosis,3,8
J392,Wheel alignment,2,4
J393,Brake pad replacement,1,6
J394,Wheel alignment,4,3
J395,Engine diagnostic scan,2,3
J396,Alternator inspection,4,6
J397,Transmission inspection,1,3
J398,Spark plug replacement,3,6
J399,Tire pressure sensor reset,3,6
J400,Oil change,3,6
J401,Battery replacement,3,6
J402,Transmission inspection,3,4
J403,Tire pressure sensor reset,3,5
J404,Battery replacement,2,8
J405,Engine diagnostic scan,1,5
J406,Battery replacement,4,5
J407,ABS warning light diagnosis,2,2
J408,Brake pad replacement,1,7
J409,Battery replacement,3,5
J410,Brake pad replacement,2,6
J411,Alternator inspection,4,5
J412,Tire pressure sensor reset,3,8
J413,Tire replacement,4,4
J414,Tire replacement,3,4
J415,Spark plug replacement,4,4
J416,Brake inspection,2,4
J417,Tire replacement,3,5
J418,Transmission inspection,2,4
J419,Coolant system service,1,5
J420,ABS warning light diagnosis,4,4
J421,ABS warning light diagnosis,4,8
J422,Coolant system service,2,5
J423,Tire replacement,3,3
J424,Oil change,2,7
J425,Check engine light diagnosis,3,4
J426,Suspension noise diagnosis,3,4
J427,Engine diagnostic scan,1,6
J428,Oil change,2,4
J429,Spark plug replacement,2,6
J430,Transmission inspection,3,5
J431,Spark plug replacement,4,6
J432,Check engine light diagnosis,2,4
J433,Spark plug replacement,3,6
J434,Brake inspection,3,5
J435,Transmission inspection,2,3
J436,Brake inspection,3,6
J437,Engine diagnostic scan,2,5
J438,Check engine light diagnosis,2,7
J439,Brake pad replacement,2,4
J440,Coolant system service,2,5
J441,Tire replacement,3,4
J442,Coolant system service,1,6
J443,Coolant system service,2,6
J444,Check engine light diagnosis,3,6
J445,Tire pressure sensor reset,1,5
J446,ABS warning light diagnosis,3,6
J447,Transmission inspection,4,7
J448,Tire pressure sensor reset,3,6
J449,ABS warning light diagnosis,2,6
J450,Check engine light diagnosis,2,4
J451,Tire replacement,2,6
J452,Tire replacement,4,2
J453,Tire replacement,1,5
J454,Wheel alignment,2,4
J455,Brake inspection,1,4
J456,Engine diagnostic scan,2,7
J457,Suspension noise diagnosis,4,5
J458,Tire pressure sensor reset,2,8
J459,Spark plug replacement,2,4
J460,Tire replacement,4,3
J461,Suspension noise diagnosis,3,5
J462,Coolant system service,4,6
J463,Transmission inspection,2,6
J464,Alternator inspection,2,4
J465,Coolant system service,2,6
J466,Coolant system service,1,5
J467,Tire pressure sensor reset,2,7
J468,Engine diagnostic scan,3,5
J469,Brake inspection,2,5
J470,Engine diagnostic scan,2,3
J471,Brake inspection,2,7
J472,Brake inspection,3,6
J473,Spark plug replacement,3,4
J474,Transmission inspection,3,4
J475,ABS warning light diagnosis,2,6
J476,Alternator inspection,1,6
J477,Oil change,2,4
J478,Wheel alignment,1,5
J479,Alternator inspection,3,4
J480,Battery replacement,2,5
J481,Brake pad replacement,3,5
J482,Battery replacement,2,4
J483,ABS warning light diagnosis,2,7
J484,Engine diagnostic scan,3,8
J485,Oil change,2,6
J486,Brake pad replacement,2,7
J487,Engine diagnostic scan,3,5
J488,Tire replacement,4,4
J489,ABS warning light diagnosis,4,9
J490,Check engine light diagnosis,3,3
J491,Tire pressure sensor reset,2,2
J492,Check engine light diagnosis,2,6
J493,Engine diagnostic scan,2,4
J494,Check engine light diagnosis,1,5
J495,Brake inspection,3,7
J496,Engine diagnostic scan,1,5
J497,Check engine light diagnosis,4,4
J498,Tire pressure sensor reset,2,6
J499,Brake pad replacement,4,4
J500,Suspension noise diagnosis,2,2
J501,Engine diagnostic scan,3,3
J502,Wheel alignment,1,5
J503,Brake inspection,3,8
J504,Brake pad replacement,4,5
J505,Coolant system service,3,3
J506,Tire replacement,4,3
J507,Alternator inspection,4,8
J508,Suspension noise diagnosis,3,6
J509,Tire pressure sensor reset,3,6
J510,Brake pad replacement,1,6
J511,Oil change,4,3
J512,Brake inspection,2,6
J513,Engine diagnostic scan,1,6
J514,Brake pad replacement,4,6
J515,Brake pad replacement,1,6
J516,Wheel alignment,2,5
J517,ABS warning light diagnosis,4,7
J518,Coolant system service,1,6
J519,Battery replacement,2,2
J520,Check engine light diagnosis,2,4
J521,Alternator inspection,1,6
J522,Alternator inspection,2,4
J523,Alternator inspection,4,4
J524,Alternator inspection,2,2
J525,Check engine light diagnosis,2,6
J526,Oil change,3,7
J527,Tire replacement,2,8
J528,Brake pad replacement,4,7
J529,Battery replacement,1,2
J530,Wheel alignment,2,5
J531,Check engine light diagnosis,2,2
J532,Tire replacement,1,5
J533,Brake inspection,1,4
J534,Brake pad replacement,4,5
J535,Spark plug replacement,3,6
J536,Coolant system service,3,5
J537,Brake pad replacement,2,4
J538,Engine diagnostic scan,4,5
J539,Oil change,2,5
J540,Spark plug replacement,1,6
J541,Check engine light diagnosis,4,5
J542,Alternator inspection,1,6
J543,Check engine light diagnosis,2,7
J544,Battery replacement,4,5
J545,Oil change,4,4
J546,Tire replacement,1,4
J547,Coolant system service,4,6
J548,Tire pressure sensor reset,4,4
J549,Oil change,2,7
J550,ABS warning light diagnosis,2,5
J551,ABS warning light diagnosis,1,3
J552,ABS warning light diagnosis,3,5
J553,Tire pressure sensor reset,3,5
J554,Tire replacement,2,3
J555,ABS warning light diagnosis,1,6
J556,Suspension noise diagnosis,3,2
J557,ABS warning light diagnosis,2,5
J558,Engine diagnostic scan,1,4
J559,Wheel alignment,4,2
J560,Tire replacement,4,6
J561,Oil change,2,3
J562,Tire replacement,4,6
J563,Tire replacement,2,7
J564,Tire pressure sensor reset,2,9
J565,Brake pad replacement,3,6
J566,Brake inspection,4,6
J567,Check engine light diagnosis,1,3
J568,Battery replacement,2,6
J569,Engine diagnostic scan,2,4
J570,Oil change,1,4
J571,Brake inspection,2,7
J572,Brake pad replacement,1,6
J573,Alternator inspection,1,5
J574,Wheel alignment,3,4
J575,Brake pad replacement,4,4
J576,Alternator inspection,1,2
J577,Brake inspection,2,6
J578,Brake pad replacement,1,3
J579,Brake pad replacement,3,6
J580,Tire replacement,4,5
J581,Alternator inspection,2,1
J582,Transmission inspection,3,6
J583,Check engine light diagnosis,3,6
J584,Brake inspection,1,6
J585,ABS warning light diagnosis,2,6
J586,Transmission inspection,2,4
J587,Brake pad replacement,2,6
J588,Suspension noise diagnosis,1,5
J589,Oil change,1,6
J590,Suspension noise diagnosis,4,5
J591,ABS warning light diagnosis,3,4
J592,Wheel alignment,3,4
J593,Coolant system service,3,6
J594,Oil change,4,3
J595,Suspension noise diagnosis,3,4
J596,Wheel alignment,2,5
J597,Suspension noise diagnosis,3,3
J598,Suspension noise diagnosis,2,8
J599,Oil change,2,4
J600,ABS warning light diagnosis,3,8
J601,Check engine light diagnosis,1,5
J602,Engine diagnostic scan,2,6
J603,Tire replacement,3,3
J604,Check engine light diagnosis,3,5
J605,Tire pressure sensor reset,3,6
J606,Tire replacement,1,3
J607,Suspension noise diagnosis,1,4
J608,Tire pressure sensor reset,2,3
J609,Suspension noise diagnosis,2,4
J610,Alternator inspection,3,6
J611,ABS warning light diagnosis,2,5
J612,Oil change,4,3
J613,ABS warning light diagnosis,4,4
J614,Tire pressure sensor reset,4,5
J615,Suspension noise diagnosis,2,7
J616,Tire replacement,2,6
J617,Spark plug replacement,3,6
J618,Oil change,1,6
J619,Battery replacement,3,3
J620,Suspension noise diagnosis,3,8
J621,Tire pressure sensor reset,2,4
J622,Battery replacement,2,4
J623,Wheel alignment,3,7
J624,Transmission inspection,4,4
J625,Wheel alignment,1,7
J626,Brake inspection,2,4
J627,Check engine light diagnosis,2,5
J628,Transmission inspection,1,5
J629,Coolant system service,3,8
J630,Suspension noise diagnosis,4,5
J631,Transmission inspection,3,2
J632,ABS warning light diagnosis,3,5
J633,Tire pressure sensor reset,2,8
J634,Wheel alignment,2,6
J635,ABS warning light diagnosis,2,5
J636,Battery replacement,3,6
J637,Suspension noise diagnosis,1,5
J638,Spark plug replacement,4,5
J639,Check engine light diagnosis,2,3
J640,Tire replacement,3,7
J641,Oil change,2,3
J642,Battery replacement,2,6
J643,Oil change,3,5
J644,Wheel alignment,2,5
J645,Tire pressure sensor reset,3,6
J646,Wheel alignment,1,4
J647,Battery replacement,2,5
J648,Alternator inspection,4,5
J649,Tire pressure sensor reset,3,5
J650,Check engine light diagnosis,1,6
J651,Wheel alignment,2,6
J652,Wheel alignment,3,6
J653,Wheel alignment,4,5
J654,Tire replacement,2,5
J655,Battery replacement,3,5
J656,ABS warning light diagnosis,2,7
J657,Tire pressure sensor reset,3,5
J658,Engine diagnostic scan,3,5
J659,Tire pressure sensor reset,1,6
J660,Transmission inspection,4,8
J661,Engine diagnostic scan,4,6
J662,Oil change,2,5
J663,Alternator inspection,4,3
J664,ABS warning light diagnosis,3,3
J665,Engine diagnostic scan,4,8
J666,Engine diagnostic scan,2,5
J667,Oil change,2,4
J668,Coolant system service,3,4
J669,Oil change,4,2
J670,Spark plug replacement,2,7
J671,Engine diagnostic scan,2,7
J672,Suspension noise diagnosis,4,7
J673,Brake pad replacement,2,6
J674,Tire replacement,2,6
J675,Check engine light diagnosis,2,4
J676,Battery replacement,2,5
J677,ABS warning light diagnosis,4,6
J678,Coolant system service,1,5
J679,Spark plug replacement,2,3
J680,ABS warning light diagnosis,3,3
J681,Oil change,3,5
J682,Transmission inspection,3,5
J683,Tire replacement,4,7
J684,Brake pad replacement,3,5
J685,Transmission inspection,1,5
J686,Brake inspection,1,6
J687,Alternator inspection,2,5
J688,Tire pressure sensor reset,2,7
J689,Suspension noise diagnosis,3,6
J690,Transmission inspection,2,5
J691,Wheel alignment,2,4
J692,Oil change,2,5
J693,Engine diagnostic scan,2,3
J694,Tire replacement,1,4
J695,Brake inspection,1,3
J696,Tire pressure sensor reset,2,6
J697,Tire pressure sensor reset,2,8
J698,Alternator inspection,1,5
J699,Oil change,2,7
J700,Transmission inspection,2,1
J701,Suspension noise diagnosis,2,8
J702,Brake pad replacement,3,5
J703,Suspension noise diagnosis,1,7
J704,Brake pad replacement,4,8
J705,Oil change,1,4
J706,Oil change,3,4
J707,Transmission inspection,4,4
J708,Check engine light diagnosis,3,3
J709,Wheel alignment,3,7
J710,Spark plug replacement,3,6
J711,Spark plug replacement,3,5
J712,Tire replacement,4,6
J713,Engine diagnostic scan,4,6
J714,Spark plug replacement,1,6
J715,Brake pad replacement,2,4
J716,Battery replacement,2,5
J717,ABS warning light diagnosis,4,5
J718,Check engine light diagnosis,3,6
J719,Oil change,3,5
J720,Spark plug replacement,2,4
J721,Brake inspection,2,5
J722,Brake inspection,1,4
J723,Engine diagnostic scan,1,6
J724,Transmission inspection,2,8
J725,Spark plug replacement,3,2
J726,ABS warning light diagnosis,1,5
J727,Alternator inspection,3,6
J728,Battery replacement,3,3
J729,Brake inspection,3,6
J730,Battery replacement,3,4
J731,Transmission inspection,3,3
J732,Transmission inspection,3,5
J733,Alternator inspection,3,6
J734,Coolant system service,2,6
J735,Tire pressure sensor reset,3,10
J736,Brake pad replacement,3,6
J737,Wheel alignment,4,6
J738,Oil change,2,8
J739,Check engine light diagnosis,2,6
J740,Tire replacement,1,6
J741,Transmission inspection,3,5
J742,ABS warning light diagnosis,3,6
J743,Brake pad replacement,1,9
J744,Coolant system service,3,5
J745,Tire replacement,2,6
J746,Brake inspection,3,4
J747,Engine diagnostic scan,3,5
J748,Brake inspection,1,3
J749,Tire replacement,3,3
J750,Oil change,1,5
J751,Check engine light diagnosis,3,3
J752,Brake pad replacement,3,4
J753,Engine diagnostic scan,2,6
J754,Coolant system service,2,6
J755,Oil change,3,8
J756,Brake pad replacement,3,1
J757,Check engine light diagnosis,4,5
J758,Spark plug replacement,2,5
J759,ABS warning light diagnosis,2,4
J760,Alternator inspection,3,4
J761,Tire replacement,4,5
J762,Spark plug replacement,3,5
J763,ABS warning light diagnosis,3,4
J764,Suspension noise diagnosis,2,4
J765,Tire replacement,3,3
J766,Tire pressure sensor reset,3,5
J767,Alternator inspection,3,7
J768,Tire replacement,3,4
J769,Suspension noise diagnosis,2,7
J770,Suspension noise diagnosis,3,6
J771,Tire pressure sensor reset,4,4
J772,Spark plug replacement,4,4
J773,Brake inspection,4,5
J774,Tire pressure sensor reset,3,3
J775,Suspension noise diagnosis,3,3
J776,ABS warning light diagnosis,4,7
J777,ABS warning light diagnosis,2,5
J778,Tire pressure sensor reset,2,6
J779,Brake pad replacement,3,5
J780,Suspension noise diagnosis,2,6
J781,Brake pad replacement,3,4
J782,Brake inspection,4,5
J783,Oil change,3,5
J784,Tire replacement,3,7
J785,Battery replacement,1,5
J786,Brake inspection,3,6
J787,Alternator inspection,3,4
J788,Brake inspection,2,5
J789,Engine diagnostic scan,3,6
J790,Brake inspection,2,5
J791,Wheel alignment,3,6
J792,Engine diagnostic scan,2,5
J793,Brake inspection,4,3
J794,Transmission inspection,2,5
J795,Brake inspection,3,6
J796,Tire pressure sensor reset,3,5
J797,Tire replacement,1,4
J798,Spark plug replacement,3,3
J799,Battery replacement,3,3
J800,Engine diagnostic scan,3,4
J801,ABS warning light diagnosis,2,3
J802,Brake inspection,2,7
J803,Brake inspection,4,8
J804,Brake pad replacement,1,4
J805,Alternator inspection,2,3
J806,Spark plug replacement,3,6
J807,ABS warning light diagnosis,4,3
J808,Suspension noise diagnosis,4,6
J809,Transmission inspection,2,5
J810,Coolant system service,4,7
J811,Tire pressure sensor reset,1,7
J812,Brake inspection,4,6
J813,Suspension noise diagnosis,2,4
J814,Tire replacement,2,2
J815,Spark plug replacement,2,8
J816,Engine diagnostic scan,2,3
J817,Check engine light diagnosis,1,4
J818,Check engine light diagnosis,2,7
J819,Wheel alignment,2,6
J820,Coolant system service,2,5
J821,Battery replacement,3,5
J822,Tire pressure sensor reset,4,5
J823,Tire pressure sensor reset,3,2
J824,Engine diagnostic scan,4,5
J825,Wheel alignment,2,4
J826,Brake pad replacement,1,6
J827,Wheel alignment,4,7
J828,Tire replacement,3,4
J829,Transmission inspection,1,2
J830,Check engine light diagnosis,3,5
J831,Tire pressure sensor reset,3,7
J832,Suspension noise diagnosis,3,5
J833,Battery replacement,3,6
J834,Wheel alignment,4,6
J835,ABS warning light diagnosis,3,6
J836,Transmission inspection,3,6
J837,Brake inspection,3,6
J838,Check engine light diagnosis,1,4
J839,Alternator inspection,2,6
J840,ABS warning light diagnosis,3,6
J841,Transmission inspection,2,3
J842,Wheel alignment,2,5
J843,Tire replacement,1,8
J844,Brake pad replacement,3,4
J845,Brake inspection,3,6
J846,Suspension noise diagnosis,1,3
J847,Brake pad replacement,3,2
J848,ABS warning light diagnosis,4,7
J849,Brake pad replacement,2,4
J850,Wheel alignment,4,3
J851,Tire replacement,2,4
J852,Check engine light diagnosis,1,6
J853,Brake inspection,2,4
J854,Wheel alignment,1,6
J855,Transmission inspection,1,5
J856,ABS warning light diagnosis,3,5
J857,Suspension noise diagnosis,4,4
J858,Oil change,3,5
J859,Oil change,3,6
J860,Transmission inspection,3,5
J861,Transmission inspection,2,5
J862,Battery replacement,3,7
J863,ABS warning light diagnosis,2,5
J864,Suspension noise diagnosis,2,7
J865,Oil change,2,7
J866,Spark plug replacement,1,6
J867,Transmission inspection,2,5
J868,Spark plug replacement,3,4
J869,Engine diagnostic scan,2,2
J870,Brake pad replacement,2,5
