# generation_params: repair_time: uniform(min=1, max=4) | priority: normal(min=1, max=10, mean=8, std=1.5)
job_id,repair_type,repair_time_hours,priority,scheduled
J239,Spark plug replacement,3,7,
J240,Spark plug replacement,2,8,
J241,Suspension noise diagnosis,3,8,
J242,Coolant system service,1,8,
J243,Spark plug replacement,1,8,
J244,ABS warning light diagnosis,2,10,
J245,Tire replacement,2,9,
J246,Check engine light diagnosis,3,6,
J247,Engine diagnostic scan,3,7,
J248,ABS warning light diagnosis,4,7,
J249,Check engine light diagnosis,1,10,
J250,Brake inspection,4,10,
J251,Wheel alignment,2,10,
J252,Tire replacement,2,6,
J253,Brake inspection,2,8,
J254,Wheel alignment,4,9,
J255,ABS warning light diagnosis,3,6,
J256,Engine diagnostic scan,3,10,
J257,Battery replacement,4,6,
J258,Check engine light diagnosis,3,9,
J259,Tire pressure sensor reset,1,8,
J260,Alternator inspection,3,7,
J261,Battery replacement,2,9,
J262,Alternator inspection,2,8,
J263,Brake pad replacement,3,8,
J264,Spark plug replacement,2,7,
J265,Check engine light diagnosis,3,8,
J266,Tire pressure sensor reset,3,9,
J267,Engine diagnostic scan,2,7,
J268,Wheel alignment,2,5,
J269,Transmission inspection,2,6,
J270,Check engine light diagnosis,1,7,
J271,Spark plug replacement,2,7,
J272,Brake inspection,1,7,
J273,Tire pressure sensor reset,2,9,
J274,Tire replacement,3,9,
J275,Spark plug replacement,4,8,
J276,Tire replacement,1,10,
J277,Coolant system service,2,7,
J278,Transmission inspection,2,8,
J279,Alternator inspection,3,9,
J280,Battery replacement,3,9,
J281,Brake pad replacement,2,8,
J282,Battery replacement,1,9,
J283,Engine diagnostic scan,3,10,
J284,Check engine light diagnosis,2,7,
J285,Battery replacement,2,6,
J286,ABS warning light diagnosis,2,6,
J287,Coolant system service,4,10,
J288,Coolant system service,2,7,
J289,Spark plug replacement,2,9,
J290,Check engine light diagnosis,3,9,
J291,Check engine light diagnosis,3,9,
J292,Check engine light diagnosis,4,5,
J293,ABS warning light diagnosis,4,8,
J294,Spark plug replacement,4,7,
J295,Brake inspection,1,9,
J296,Brake pad replacement,2,9,
J297,Brake inspection,4,9,
J298,Spark plug replacement,1,7,
J299,Engine diagnostic scan,4,9,
J300,Transmission inspection,4,7,
J301,Oil change,2,8,
J302,Check engine light diagnosis,3,10,
J303,Coolant system service,4,7,
J304,Tire pressure sensor reset,1,8,
J305,Alternator inspection,2,8,
J306,Brake inspection,4,9,
J307,Battery replacement,3,10,
J308,Coolant system service,2,10,
J309,Alternator inspection,4,9,
J310,Engine diagnostic scan,2,9,
J311,Alternator inspection,3,8,
J312,Wheel alignment,1,8,
J313,Spark plug replacement,1,10,
J314,Wheel alignment,2,7,
J315,Alternator inspection,2,7,
J316,Suspension noise diagnosis,1,9,
J317,ABS warning light diagnosis,2,6,
J318,Brake pad replacement,3,8,
J319,Battery replacement,3,9,
J320,Coolant system service,3,6,
J321,Suspension noise diagnosis,3,8,
J322,Battery replacement,4,7,
J323,Suspension noise diagnosis,2,8,
J324,Engine diagnostic scan,3,10,
J325,Coolant system service,1,10,
J326,Brake inspection,2,6,
J327,Alternator inspection,2,4,
J328,Oil change,3,10,
J329,Check engine light diagnosis,2,7,
J330,Alternator inspection,3,8,
J331,Coolant system service,1,8,
J332,Check engine light diagnosis,2,9,
J333,Brake inspection,2,7,
J334,Suspension noise diagnosis,3,7,
J335,Transmission inspection,2,7,
J336,Tire replacement,1,6,
J337,Brake inspection,2,5,
J338,Brake pad replacement,2,4,
J339,Brake pad replacement,3,7,
J340,Wheel alignment,3,6,
J341,Check engine light diagnosis,3,9,
J342,Spark plug replacement,4,5,
J343,Alternator inspection,2,9,
J344,Transmission inspection,3,8,
J345,Oil change,3,8,
J346,Oil change,3,9,
J347,Wheel alignment,1,8,
J348,Tire replacement,4,10,
J349,ABS warning light diagnosis,3,10,
J350,Tire replacement,2,8,
J351,Battery replacement,4,9,
J352,Brake inspection,2,8,
J353,Alternator inspection,3,6,
J354,Wheel alignment,1,8,
J355,Brake inspection,3,9,
J356,Brake inspection,1,10,
J357,Battery replacement,3,6,
J358,Wheel alignment,1,8,
J359,Spark plug replacement,2,7,
J360,Brake pad replacement,3,7,
J361,Suspension noise diagnosis,1,8,
J362,Brake inspection,2,5,
J363,Alternator inspection,4,6,
J364,Spark plug replacement,2,8,
J365,ABS warning light diagnosis,3,7,
J366,Battery replacement,1,7,
J367,Battery replacement,3,8,
J368,Engine diagnostic scan,3,8,
J369,Transmission inspection,4,9,
J370,Spark plug replacement,2,5,
J371,Spark plug replacement,1,7,
J372,ABS warning light diagnosis,1,7,
J373,Engine diagnostic scan,3,5,
J374,Wheel alignment,2,9,
J375,Tire pressure sensor reset,2,5,
J376,ABS warning light diagnosis,2,9,
J377,Spark plug replacement,2,8,
J378,Brake pad replacement,1,8,
J379,Check engine light diagnosis,3,5,
J380,Wheel alignment,2,9,
J381,Alternator inspection,1,10,
J382,Tire pressure sensor reset,4,8,
J383,Tire replacement,2,7,
J384,Brake inspection,3,6,
J385,ABS warning light diagnosis,1,10,
J386,Wheel alignment,3,8,
J387,Battery replacement,3,5,
J388,Brake inspection,2,7,
J389,Oil change,3,10,
J390,Tire pressure sensor reset,2,9,
J391,Tire replacement,2,9,
J392,Tire pressure sensor reset,2,8,
J393,Battery replacement,1,9,
J394,Wheel alignment,3,7,
J395,Brake inspection,2,9,
J396,Tire pressure sensor reset,2,9,
J397,Brake inspection,3,9,
J398,Coolant system service,3,7,
J399,Spark plug replacement,2,8,
J400,Engine diagnostic scan,3,8,
J401,Tire replacement,3,7,
J402,Spark plug replacement,1,7,
J403,Alternator inspection,2,6,
J404,Check engine light diagnosis,3,8,
J405,ABS warning light diagnosis,1,4,
J406,Engine diagnostic scan,2,9,
J407,Engine diagnostic scan,2,6,
J408,Battery replacement,4,8,
J409,Coolant system service,3,10,
J410,Battery replacement,3,5,
J411,Spark plug replacement,1,6,
J412,Spark plug replacement,3,6,
J413,Battery replacement,4,10,
J414,Brake pad replacement,3,10,
J415,Wheel alignment,2,8,
J416,Brake inspection,2,8,
J417,Suspension noise diagnosis,1,7,
J418,Brake inspection,3,8,
J419,Battery replacement,4,7,
J420,Battery replacement,2,10,
J421,Oil change,1,9,
J422,Suspension noise diagnosis,3,10,
J423,Wheel alignment,2,10,
J424,Oil change,2,8,
J425,ABS warning light diagnosis,2,8,
J426,Transmission inspection,2,5,
J427,Check engine light diagnosis,4,9,
J428,Battery replacement,1,8,
J429,Spark plug replacement,3,9,
J430,Coolant system service,2,9,
J431,Brake pad replacement,3,8,
J432,Brake pad replacement,1,7,
J433,Brake pad replacement,3,9,
J434,Wheel alignment,2,10,
J435,Alternator inspection,4,7,
J436,Transmission inspection,2,7,
J437,Alternator inspection,3,10,
J438,Tire pressure sensor reset,3,9,
J439,Brake inspection,3,9,
J440,Transmission inspection,3,10,
J441,Wheel alignment,4,6,
J442,Transmission inspection,3,9,
J443,Spark plug replacement,3,7,
J444,Brake pad replacement,2,10,
J445,Brake inspection,3,7,
J446,Alternator inspection,3,8,
J447,Alternator inspection,3,6,
J448,Oil change,3,7,
J449,Wheel alignment,2,10,
J450,Brake inspection,2,7,
J451,Tire replacement,2,7,
J452,Spark plug replacement,2,8,
J453,Suspension noise diagnosis,3,7,
J454,Brake inspection,4,7,
J455,Oil change,3,7,
J456,Brake pad replacement,2,3,
J457,Brake pad replacement,3,6,
J458,Wheel alignment,4,3,
J459,Tire replacement,2,8,
J460,Tire replacement,2,7,
J461,Tire pressure sensor reset,4,9,
J462,Alternator inspection,3,10,
J463,Oil change,4,7,
J464,Oil change,4,8,
J465,Alternator inspection,2,9,
J466,Spark plug replacement,3,7,
J467,Tire pressure sensor reset,2,7,
J468,Wheel alignment,2,10,
J469,Spark plug replacement,3,6,
J470,Battery replacement,2,7,
J471,Transmission inspection,3,6,
J472,Engine diagnostic scan,2,8,
J473,Tire replacement,2,8,
J474,Spark plug replacement,4,10,
J475,Transmission inspection,2,6,
J476,Brake pad replacement,1,8,
J477,Brake inspection,3,10,
J478,Transmission inspection,2,8,
J479,Battery replacement,4,9,
J480,Check engine light diagnosis,2,9,
J481,Spark plug replacement,4,8,
J482,Wheel alignment,4,8,
J483,Tire pressure sensor reset,1,8,
J484,Wheel alignment,1,7,
J485,Transmission inspection,2,8,
J486,Transmission inspection,2,9,
J487,Transmission inspection,1,10,
J488,Brake inspection,4,9,
J489,Oil change,2,7,
J490,Alternator inspection,1,7,
J491,Tire replacement,1,6,
J492,Alternator inspection,1,8,
J493,Suspension noise diagnosis,3,7,
J494,Engine diagnostic scan,2,9,
J495,Tire replacement,3,6,
J496,Transmission inspection,1,8,
J497,Battery replacement,3,10,
J498,Oil change,4,10,
J499,Wheel alignment,1,5,
J500,Battery replacement,1,5,
J501,Tire pressure sensor reset,3,8,
J502,Brake inspection,2,9,
J503,ABS warning light diagnosis,2,7,
J504,Transmission inspection,2,7,
J505,Wheel alignment,2,10,
J506,Oil change,2,8,
J507,Spark plug replacement,2,9,
J508,Oil change,3,7,
J509,Battery replacement,2,10,
J510,Coolant system service,3,8,
J511,Brake pad replacement,2,10,
J512,Coolant system service,4,7,
J513,Tire replacement,1,9,
J514,Tire pressure sensor reset,3,7,
J515,Tire pressure sensor reset,3,7,
J516,Check engine light diagnosis,2,9,
J517,Spark plug replacement,4,8,
J518,Brake pad replacement,3,9,
J519,Alternator inspection,4,8,
J520,ABS warning light diagnosis,2,8,
J521,Transmission inspection,3,10,
J522,Tire pressure sensor reset,3,8,
J523,ABS warning light diagnosis,2,10,
J524,ABS warning light diagnosis,2,10,
J525,Transmission inspection,4,9,
J526,Tire pressure sensor reset,2,9,
J527,Alternator inspection,3,9,
J528,Brake pad replacement,3,8,
J529,Battery replacement,4,7,
J530,Coolant system service,3,8,
J531,Suspension noise diagnosis,2,8,
J532,Check engine light diagnosis,2,7,
J533,Suspension noise diagnosis,2,8,
J534,Spark plug replacement,2,8,
J535,Engine diagnostic scan,3,8,
J536,Brake inspection,2,7,
J537,ABS warning light diagnosis,3,8,
J538,Spark plug replacement,4,5,
J539,ABS warning light diagnosis,2,5,
J540,Engine diagnostic scan,3,6,
J541,ABS warning light diagnosis,3,8,
J542,Tire replacement,3,7,
J543,Brake inspection,1,7,
J544,Brake inspection,3,10,
J545,Suspension noise diagnosis,2,8,
J546,ABS warning light diagnosis,3,8,
J547,Oil change,2,4,
J548,Engine diagnostic scan,3,6,
J549,Alternator inspection,2,8,
J550,Oil change,4,7,
J551,ABS warning light diagnosis,2,7,
J552,Transmission inspection,3,7,
J553,Brake pad replacement,3,8,
J554,Suspension noise diagnosis,4,9,
J555,Oil change,1,9,
J556,Engine diagnostic scan,4,8,
J557,ABS warning light diagnosis,3,8,
J558,Brake pad replacement,1,8,
J559,Brake pad replacement,2,7,
J560,Wheel alignment,3,9,
J561,Wheel alignment,2,9,
J562,Suspension noise diagnosis,3,10,
J563,Brake pad replacement,3,9,
J564,Tire replacement,1,6,
J565,Coolant system service,2,8,
J566,Engine diagnostic scan,4,9,
J567,Oil change,4,9,
J568,Engine diagnostic scan,3,10,
J569,Engine diagnostic scan,2,7,
J570,Check engine light diagnosis,2,6,
J571,Check engine light diagnosis,2,9,
J572,Alternator inspection,2,9,
J573,Check engine light diagnosis,2,10,
J574,ABS warning light diagnosis,3,8,
J575,Oil change,4,7,
J576,Tire pressure sensor reset,4,8,
J577,Engine diagnostic scan,3,5,
J578,Spark plug replacement,3,10,
J579,Transmission inspection,1,10,
J580,Brake inspection,3,9,
J581,Oil change,3,8,
J582,Spark plug replacement,3,8,
J583,Tire pressure sensor reset,4,10,
J584,Transmission inspection,3,8,
J585,Battery replacement,4,10,
J586,Battery replacement,3,8,
J587,Alternator inspection,2,5,
J588,Coolant system service,2,7,
J589,Wheel alignment,2,5,
J590,Suspension noise diagnosis,1,8,
J591,Tire pressure sensor reset,3,9,
J592,Brake pad replacement,1,5,
J593,Check engine light diagnosis,1,9,
J594,Alternator inspection,4,9,
J595,Oil change,3,7,
J596,Oil change,3,10,
J597,Spark plug replacement,3,8,
J598,Alternator inspection,4,10,
J599,Wheel alignment,2,9,
J600,Brake inspection,2,10,
J601,Battery replacement,1,7,
J602,Brake inspection,2,9,
J603,Tire replacement,1,10,
J604,ABS warning light diagnosis,2,8,
J605,Check engine light diagnosis,1,9,
J606,Engine diagnostic scan,3,9,
J607,Tire replacement,2,7,
J608,Brake pad replacement,1,8,
J609,Battery replacement,4,8,
J610,Oil change,3,8,
J611,Check engine light diagnosis,4,7,
J612,Coolant system service,3,7,
J613,Suspension noise diagnosis,3,7,
J614,ABS warning light diagnosis,4,8,
J615,Coolant system service,4,10,
J616,Wheel alignment,4,8,
J617,Brake inspection,1,7,
J618,Brake inspection,3,7,
J619,Tire replacement,3,10,
J620,Tire pressure sensor reset,4,5,
J621,Battery replacement,2,8,
J622,Battery replacement,2,4,
J623,Transmission inspection,3,8,
J624,Brake pad replacement,3,9,
J625,Check engine light diagnosis,4,9,
J626,Engine diagnostic scan,3,8,
J627,Brake inspection,2,2,
J628,Tire replacement,3,8,
J629,Brake inspection,3,6,
J630,Alternator inspection,2,8,
J631,ABS warning light diagnosis,3,7,
J632,Check engine light diagnosis,2,9,
J633,Wheel alignment,2,8,
J634,Wheel alignment,4,7,
J635,Tire replacement,3,7,
J636,Brake inspection,2,10,
J637,Coolant system service,3,9,
J638,Suspension noise diagnosis,2,10,
J639,Suspension noise diagnosis,2,5,
J640,Engine diagnostic scan,1,9,
J641,Engine diagnostic scan,2,8,
J642,Engine diagnostic scan,3,8,
J643,Battery replacement,3,8,
J644,Wheel alignment,3,8,
J645,Brake pad replacement,1,8,
J646,Alternator inspection,3,7,
J647,Suspension noise diagnosis,3,6,
J648,Brake inspection,4,8,
J649,Alternator inspection,1,8,
J650,Spark plug replacement,4,8,
J651,ABS warning light diagnosis,2,7,
J652,Coolant system service,2,6,
J653,Check engine light diagnosis,1,7,
J654,Suspension noise diagnosis,4,7,
J655,Brake inspection,1,10,
J656,Coolant system service,3,10,
J657,Transmission inspection,2,9,
J658,Wheel alignment,1,9,
J659,Transmission inspection,4,9,
J660,Transmission inspection,2,9,
J661,Tire replacement,3,10,
J662,Alternator inspection,3,7,
J663,Battery replacement,2,10,
J664,Check engine light diagnosis,2,9,
J665,Transmission inspection,2,7,
J666,Brake inspection,2,9,
J667,Transmission inspection,3,8,
J668,Brake inspection,4,9,
J669,ABS warning light diagnosis,3,6,
J670,Tire replacement,3,7,
J671,Tire pressure sensor reset,4,6,
J672,Brake inspection,1,8,
J673,Oil change,1,10,
J674,Spark plug replacement,4,9,
J675,Coolant system service,1,6,
J676,Alternator inspection,2,7,
J677,Coolant system service,2,9,
J678,Brake inspection,1,9,
J679,Wheel alignment,2,7,
J680,Oil change,4,9,
J681,Spark plug replacement,3,5,
J682,Coolant system service,2,8,
J683,Tire replacement,3,9,
J684,Spark plug replacement,3,10,
J685,Battery replacement,1,8,
J686,Oil change,2,4,
J687,Wheel alignment,4,8,
J688,Alternator inspection,1,10,
J689,Engine diagnostic scan,2,9,
J690,Oil change,2,8,
J691,Alternator inspection,4,9,
J692,Battery replacement,3,6,
J693,Coolant system service,2,7,
J694,Alternator inspection,3,8,
J695,Battery replacement,2,7,
J696,Coolant system service,3,6,
J697,Alternator inspection,2,6,
J698,Coolant system service,3,8,
J699,Alternator inspection,3,9,
J700,Brake pad replacement,1,7,
J701,Spark plug replacement,1,6,
J702,Brake inspection,2,8,
J703,Tire replacement,3,7,
J704,ABS warning light diagnosis,3,8,
J705,Alternator inspection,2,9,
J706,Spark plug replacement,3,9,
J707,ABS warning light diagnosis,3,10,
J708,Tire replacement,4,9,
J709,Suspension noise diagnosis,4,8,
J710,Tire replacement,2,9,
J711,Suspension noise diagnosis,2,10,
J712,Battery replacement,2,6,
J713,Suspension noise diagnosis,4,10,
J714,Engine diagnostic scan,3,6,
J715,Battery replacement,1,9,
J716,Brake inspection,3,10,
J717,Suspension noise diagnosis,1,10,
J718,Transmission inspection,2,9,
J719,Tire replacement,2,8,
J720,Transmission inspection,3,8,
J721,Wheel alignment,3,8,
J722,Oil change,2,7,
J723,Battery replacement,1,9,
J724,Tire pressure sensor reset,4,8,
J725,Battery replacement,2,9,
J726,Tire replacement,1,7,
J727,Transmission inspection,4,10,
J728,ABS warning light diagnosis,2,7,
J729,Battery replacement,2,8,
J730,Spark plug replacement,2,8,
J731,Oil change,3,7,
J732,Wheel alignment,4,8,
J733,Engine diagnostic scan,4,8,
J734,Oil change,2,7,
J735,Brake inspection,4,6,
J736,Oil change,3,9,
J737,Brake inspection,2,7,
J738,Battery replacement,4,6,
J739,Suspension noise diagnosis,3,10,
J740,Check engine light diagnosis,2,7,
J741,Spark plug replacement,2,9,
J742,Battery replacement,2,8,
J743,Oil change,4,7,
J744,Oil change,3,7,
J745,Coolant system service,4,10,
J746,Tire pressure sensor reset,2,8,
J747,Coolant system service,1,9,
J748,Brake pad replacement,2,10,
J749,Coolant system service,3,10,
J750,Suspension noise diagnosis,1,6,
J751,ABS warning light diagnosis,4,9,
J752,Brake pad replacement,4,7,
J753,Brake inspection,4,10,
J754,Engine diagnostic scan,2,7,
J755,Wheel alignment,3,8,
J756,Brake pad replacement,2,7,
J757,Alternator inspection,1,9,
J758,Coolant system service,3,6,
J759,Brake inspection,2,8,
J760,Battery replacement,1,9,
J761,Suspension noise diagnosis,3,6,
J762,Wheel alignment,2,8,
J763,Coolant system service,3,7,
J764,Brake inspection,1,7,
J765,Brake pad replacement,2,8,
J766,Tire pressure sensor reset,2,10,
J767,Wheel alignment,1,9,
J768,Suspension noise diagnosis,1,6,
J769,Wheel alignment,2,10,
J770,Battery replacement,3,9,
J771,Engine diagnostic scan,2,7,
J772,Battery replacement,3,10,
J773,Transmission inspection,2,9,
J774,Tire pressure sensor reset,4,10,
J775,Oil change,3,10,
J776,Tire pressure sensor reset,3,9,
J777,Oil change,3,9,
J778,Transmission inspection,2,7,
J779,Alternator inspection,2,9,
J780,Engine diagnostic scan,1,9,
J781,Wheel alignment,2,9,
J782,Tire pressure sensor reset,3,10,
J783,Coolant system service,3,7,
J784,Wheel alignment,3,10,
J785,ABS warning light diagnosis,1,7,
J786,Alternator inspection,3,5,
J787,Check engine light diagnosis,3,10,
J788,Wheel alignment,1,6,
J789,Tire pressure sensor reset,4,10,
J790,Battery replacement,3,10,
J791,Engine diagnostic scan,3,6,
J792,Spark plug replacement,4,9,
J793,Spark plug replacement,2,6,
J794,Alternator inspection,2,7,
J795,Brake pad replacement,4,8,
J796,Transmission inspection,3,7,
J797,Coolant system service,3,9,
J798,Transmission inspection,2,8,
J799,Transmission inspection,3,7,
J800,Check engine light diagnosis,4,8,
J801,Tire replacement,1,8,
J802,Spark plug replacement,2,4,
J803,Check engine light diagnosis,2,7,
J804,Tire pressure sensor reset,3,9,
J805,Coolant system service,3,7,
J806,Battery replacement,4,9,
J807,Spark plug replacement,4,8,
J808,Coolant system service,4,8,
J809,ABS warning light diagnosis,2,7,
J810,Alternator inspection,3,6,
J811,Wheel alignment,1,10,
J812,Tire replacement,2,9,
J813,Wheel alignment,2,9,
J814,Oil change,2,7,
J815,Transmission inspection,3,10,
J816,Brake inspection,3,8,
J817,Check engine light diagnosis,3,6,
J818,Brake inspection,1,7,
J819,Engine diagnostic scan,1,8,
J820,Check engine light diagnosis,2,7,
J821,Spark plug replacement,4,10,
J822,Wheel alignment,1,7,
J823,Alternator inspection,2,6,
J824,Tire replacement,2,8,
J825,Suspension noise diagnosis,3,9,
J826,Alternator inspection,2,6,
J827,Check engine light diagnosis,2,8,
J828,Transmission inspection,4,9,
J829,Oil change,3,7,
